Source,Source Name,Target,Target Name,Weight,Type
10000320,Roger Ascham,10001194,William Blount,41,Undirected
10000320,Roger Ascham,10001636,Anthony Browne,12,Undirected
10000320,Roger Ascham,10001666,Thomas Browne,28,Undirected
10000320,Roger Ascham,10001678,Richard Bruarne,55,Undirected
10000320,Roger Ascham,10001715,Martin Bucer,60,Undirected
10000320,Roger Ascham,10001719,George Buchanan,32,Undirected
10000320,Roger Ascham,10001758,George Bullock,44,Undirected
10000320,Roger Ascham,10001892,William Butts,22,Undirected
10000320,Roger Ascham,10001962,William Camden,44,Undirected
10000320,Roger Ascham,10002118,Nicholas Carr,21,Undirected
10000320,Roger Ascham,10002251,William Cecil,80,Undirected
10000320,Roger Ascham,10002269,Thomas Chaloner,55,Undirected
10000320,Roger Ascham,10002356,Henry Cheke,11,Undirected
10000320,Roger Ascham,10002357,John Cheke,100,Undirected
10000320,Roger Ascham,10002434,John Christopherson,28,Undirected
10000320,Roger Ascham,10002464,John Clapham,48,Undirected
10000320,Roger Ascham,10002537,William Clerk,16,Undirected
10000320,Roger Ascham,10002538,Bartholomew Clerke,46,Undirected
10000320,Roger Ascham,10002772,Anthony Cooke,54,Undirected
10000320,Roger Ascham,10002796,Thomas Cooper,25,Undirected
10000320,Roger Ascham,10002933,Leonard Cox,20,Undirected
10000320,Roger Ascham,10002977,Thomas Cranmer,73,Undirected
10000320,Roger Ascham,10003040,Richard Croke,16,Undirected
10000320,Roger Ascham,10003061,Thomas Cromwell,38,Undirected
10000320,Roger Ascham,10003062,Thomas Cromwell,13,Undirected
10000320,Roger Ascham,10003281,Thomas Darcy,31,Undirected
10000320,Roger Ascham,10003282,Thomas Darcy,16,Undirected
10000320,Roger Ascham,10003352,George Day,56,Undirected
10000320,Roger Ascham,10003353,John Day,62,Undirected
10000320,Roger Ascham,10003431,Anthony Denny,56,Undirected
10000320,Roger Ascham,10003432,Edmund Denny,25,Undirected
10000320,Roger Ascham,10003556,Bartholomew Dodington,11,Undirected
10000320,Roger Ascham,10003735,Ambrose Dudley,48,Undirected
10000320,Roger Ascham,10003741,Guildford Dudley,69,Undirected
10000320,Roger Ascham,10003747,Robert Dudley,61,Undirected
10000320,Roger Ascham,10003867,Richard Eden,55,Undirected
10000320,Roger Ascham,10003967,Thomas Elyot,74,Undirected
10000320,Roger Ascham,10003975,Francis Englefield,42,Undirected
10000320,Roger Ascham,10004162,John Feild,25,Undirected
10000320,Roger Ascham,10004288,John Fisher,31,Undirected
10000320,Roger Ascham,10004338,Barnaby Fitzpatrick,67,Undirected
10000320,Roger Ascham,10004403,Gerlach Flicke,43,Undirected
10000320,Roger Ascham,10004533,John Foxe,31,Undirected
10000320,Roger Ascham,10004684,Stephen Gardiner,87,Undirected
10000320,Roger Ascham,10004963,Gabriel Goodman,31,Undirected
10000320,Roger Ascham,10005110,Edward Grant,91,Undirected
10000320,Roger Ascham,10005212,Henry Grey,40,Undirected
10000320,Roger Ascham,10005213,Henry Grey,26,Undirected
10000320,Roger Ascham,10005217,Jane Grey,91,Undirected
10000320,Roger Ascham,10005260,William Grindal,90,Undirected
10000320,Roger Ascham,10005350,James Haddon,38,Undirected
10000320,Roger Ascham,10005351,Walter Haddon,76,Undirected
10000320,Roger Ascham,10005371,John Hales,12,Undirected
10000320,Roger Ascham,10005381,Arthur Hall,52,Undirected
10000320,Roger Ascham,10005384,Edward Hall,18,Undirected
10000320,Roger Ascham,10005610,John Hart,22,Undirected
10000320,Roger Ascham,10005611,John Hart,14,Undirected
10000320,Roger Ascham,10005627,Gabriel Harvey,66,Undirected
10000320,Roger Ascham,10005824,Anne Herbert,54,Undirected
10000320,Roger Ascham,10005958,Richard Hill,43,Undirected
10000320,Roger Ascham,10006019,Philip Hoby,52,Undirected
10000320,Roger Ascham,10006020,Thomas Hoby,38,Undirected
10000320,Roger Ascham,10006178,John Hopton,16,Undirected
10000320,Roger Ascham,10006425,Roger Hutchinson,59,Undirected
10000320,Roger Ascham,10006625,Francis Jobson,41,Undirected
10000320,Roger Ascham,10006889,Mary Keys,25,Undirected
10000320,Roger Ascham,10007091,William Lambarde,49,Undirected
10000320,Roger Ascham,10007120,Maud Lane,38,Undirected
10000320,Roger Ascham,10007127,Alban Langdale,56,Undirected
10000320,Roger Ascham,10007254,Edward Lee,84,Undirected
10000320,Roger Ascham,10007314,John Leland,18,Undirected
10000320,Roger Ascham,10007368,Thomas Lever,44,Undirected
10000320,Roger Ascham,10007698,John Lyly,32,Undirected
10000320,Roger Ascham,10008058,John Mason,11,Undirected
10000320,Roger Ascham,10008226,Nicholas Metcalfe,37,Undirected
10000320,Roger Ascham,10008419,Peter Moone,42,Undirected
10000320,Roger Ascham,10008475,Thomas More,23,Undirected
10000320,Roger Ascham,10008514,Richard Morison,82,Undirected
10000320,Roger Ascham,10008549,John Morwen,15,Undirected
10000320,Roger Ascham,10008763,John Neville,26,Undirected
10000320,Roger Ascham,10009070,Bernardino Ochino,23,Undirected
10000320,Roger Ascham,10009246,William Paget,82,Undirected
10000320,Roger Ascham,10009288,John Palsgrave,56,Undirected
10000320,Roger Ascham,10009351,Katherine Parr,87,Undirected
10000320,Roger Ascham,10009358,William Parr,30,Undirected
10000320,Roger Ascham,10009359,William Parr,25,Undirected
10000320,Roger Ascham,10009366,Blanche Parry,34,Undirected
10000320,Roger Ascham,10009372,Thomas Parry,28,Undirected
10000320,Roger Ascham,10009373,Thomas Parry,17,Undirected
10000320,Roger Ascham,10009452,Thomas Paynell,11,Undirected
10000320,Roger Ascham,10009507,Robert Pember,56,Undirected
10000320,Roger Ascham,10009520,Henry Pendleton,32,Undirected
10000320,Roger Ascham,10009578,Andrew Perne,49,Undirected
10000320,Roger Ascham,10009601,Robert Peterson,13,Undirected
10000320,Roger Ascham,10009613,William Petre,75,Undirected
10000320,Roger Ascham,10009622,George Pettie,27,Undirected
10000320,Roger Ascham,10009717,James Pilkington,39,Undirected
10000320,Roger Ascham,10009799,Reginald Pole,51,Undirected
10000320,Roger Ascham,10009868,Valerand Poullain,17,Undirected
10000320,Roger Ascham,10010060,Mary Radcliffe,13,Undirected
10000320,Roger Ascham,10010061,Ralph Radcliffe,71,Undirected
10000320,Roger Ascham,10010171,John Redman,34,Undirected
10000320,Roger Ascham,10010449,Margaret Roper,23,Undirected
10000320,Roger Ascham,10010605,Robert Sackville,40,Undirected
10000320,Roger Ascham,10010671,Nicholas Sander,19,Undirected
10000320,Roger Ascham,10010828,Henry Scrope,11,Undirected
10000320,Roger Ascham,10010902,John Seton,50,Undirected
10000320,Roger Ascham,10010903,John Seton,30,Undirected
10000320,Roger Ascham,10010915,Anne Seymour,17,Undirected
10000320,Roger Ascham,10010924,Jane Seymour,15,Undirected
10000320,Roger Ascham,10010925,Katherine Seymour,18,Undirected
10000320,Roger Ascham,10010927,Thomas Seymour,78,Undirected
10000320,Roger Ascham,10011237,Thomas Smith,24,Undirected
10000320,Roger Ascham,10011238,Thomas Smith,12,Undirected
10000320,Roger Ascham,10011239,Thomas Smith,14,Undirected
10000320,Roger Ascham,10011272,Thomas Smythe,20,Undirected
10000320,Roger Ascham,10011435,Robert Stafford,36,Undirected
10000320,Roger Ascham,10011456,Edward Stanhope,43,Undirected
10000320,Roger Ascham,10011708,Jane Suarez de Figueroa,47,Undirected
10000320,Roger Ascham,10011784,Robert Talbot,31,Undirected
10000320,Roger Ascham,10012116,Edward Tudor,91,Undirected
10000320,Roger Ascham,10012117,Elizabeth Tudor,88,Undirected
10000320,Roger Ascham,10012119,Henry Tudor,48,Undirected
10000320,Roger Ascham,10012122,Mary Tudor,50,Undirected
10000320,Roger Ascham,10012134,George Turbervile,24,Undirected
10000320,Roger Ascham,10012204,Nicholas Udall,47,Undirected
10000320,Roger Ascham,10012377,Juan Luis Vives,63,Undirected
10000320,Roger Ascham,10012414,Robert Wakefield,19,Undirected
10000320,Roger Ascham,10012421,Edward Waldegrave,33,Undirected
10000320,Roger Ascham,10012590,John Watson,38,Undirected
10000320,Roger Ascham,10012597,Thomas Watson,82,Undirected
10000320,Roger Ascham,10012598,Thomas Watson,57,Undirected
10000320,Roger Ascham,10012780,Edward Whitchurch,48,Undirected
10000320,Roger Ascham,10012826,Richard Whitford,25,Undirected
10000320,Roger Ascham,10012976,Thomas Wilson,14,Undirected
10000320,Roger Ascham,10012977,Thomas Wilson,59,Undirected
10000320,Roger Ascham,10012995,Humphrey Wingfield,84,Undirected
10000320,Roger Ascham,10013000,Robert Wingfield,28,Undirected
10000320,Roger Ascham,10013074,John Wolley,46,Undirected
10000320,Roger Ascham,10013166,Thomas Wriothesley,60,Undirected
10000320,Roger Ascham,10013174,Thomas Wroth,33,Undirected
10000321,John Asgill,10000618,Nicholas Barbon,67,Undirected
10000321,John Asgill,10001565,John Briscoe,49,Undirected
10000321,John Asgill,10002293,Hugh Chamberlen,15,Undirected
10000321,John Asgill,10003387,Daniel Defoe,62,Undirected
10000321,John Asgill,10004068,Giles Eyre,37,Undirected
10000321,John Asgill,10005472,Anthony Hammond,53,Undirected
10000321,John Asgill,10005543,Edward Harley,13,Undirected
10000321,John Asgill,10005550,Robert Harley,52,Undirected
10000321,John Asgill,10006862,John Ker,52,Undirected
10000321,John Asgill,10007188,John Law,28,Undirected
10000321,John Asgill,10011321,Edward Southwell,53,Undirected
10000321,John Asgill,10011735,Jonathan Swift,27,Undirected
10000322,John Ashburne,10001541,William Bridge,42,Undirected
10000322,John Ashburne,10011824,Thomas Taylor,45,Undirected
10000322,John Ashburne,10012526,Nathaniel Ward,28,Undirected
10000322,John Ashburne,10012529,Samuel Ward,43,Undirected
10000322,John Ashburne,10012530,Samuel Ward,59,Undirected
10000322,John Ashburne,10013140,Matthew Wren,38,Undirected
10000322,John Ashburne,10013141,Matthew Wren,27,Undirected
10000323,John Ashburnham,10000324,William Ashburnham,83,Undirected
10000323,John Ashburnham,10000749,Isaac Basire,82,Undirected
10000323,John Ashburnham,10000856,Thomas Beaumont,75,Undirected
10000323,John Ashburnham,10000959,Henry Bennet,45,Undirected
10000323,John Ashburnham,10000988,Charles Berkeley,53,Undirected
10000323,John Ashburnham,10000997,John Berkeley,41,Undirected
10000323,John Ashburnham,10000998,John Berkeley,28,Undirected
10000323,John Ashburnham,10001394,Robert Bowyer,33,Undirected
10000323,John Ashburnham,10001656,Richard Browne,13,Undirected
10000323,John Ashburnham,10001657,Richard Browne,13,Undirected
10000323,John Ashburnham,10001658,Richard Browne,17,Undirected
10000323,John Ashburnham,10002832,Miles Corbett,43,Undirected
10000323,John Ashburnham,10003063,John Crook,56,Undirected
10000323,John Ashburnham,10003118,Thomas Culpeper,12,Undirected
10000323,John Ashburnham,10003453,Edward Dering,28,Undirected
10000323,John Ashburnham,10003454,Edward Dering,49,Undirected
10000323,John Ashburnham,10003500,Kenelm Digby,13,Undirected
10000323,John Ashburnham,10004100,Thomas Fairfax,16,Undirected
10000323,John Ashburnham,10004101,Thomas Fairfax,34,Undirected
10000323,John Ashburnham,10004278,Henry Firebrace,28,Undirected
10000323,John Ashburnham,10005142,William Gray,30,Undirected
10000323,John Ashburnham,10005476,Robert Hammond,26,Undirected
10000323,John Ashburnham,10006171,William Hopkins,18,Undirected
10000323,John Ashburnham,10006325,Michael Hudson,69,Undirected
10000323,John Ashburnham,10006445,Edward Hyde,28,Undirected
10000323,John Ashburnham,10006522,John Jacob,56,Undirected
10000323,John Ashburnham,10006860,Jane Ker,28,Undirected
10000323,John Ashburnham,10007180,Rowland Laugharne,31,Undirected
10000323,John Ashburnham,10007285,William Legge,26,Undirected
10000323,John Ashburnham,10007404,James Ley,21,Undirected
10000323,John Ashburnham,10007586,Robert Long,19,Undirected
10000323,John Ashburnham,10007589,Walter Long,43,Undirected
10000323,John Ashburnham,10008054,William Masham,39,Undirected
10000323,John Ashburnham,10009098,John Oglander,52,Undirected
10000323,John Ashburnham,10009174,Nicholas Oudart,48,Undirected
10000323,John Ashburnham,10009554,Algernon Percy,48,Undirected
10000323,John Ashburnham,10009650,Robert Philip,50,Undirected
10000323,John Ashburnham,10009663,Katherine Philips,38,Undirected
10000323,John Ashburnham,10009981,William Prynne,48,Undirected
10000323,John Ashburnham,10010031,Hugh Pyne,37,Undirected
10000323,John Ashburnham,10010270,Elizabeth Richardson,62,Undirected
10000323,John Ashburnham,10010283,Thomas Richardson,20,Undirected
10000323,John Ashburnham,10010375,John Robotham,37,Undirected
10000323,John Ashburnham,10010466,Thomas Ross,44,Undirected
10000323,John Ashburnham,10010793,James Scott,16,Undirected
10000323,John Ashburnham,10010809,Walter Scott,12,Undirected
10000323,John Ashburnham,10010812,Walter Scott,13,Undirected
10000323,John Ashburnham,10011261,Hugh Smyth,77,Undirected
10000323,John Ashburnham,10011264,John Smyth,27,Undirected
10000323,John Ashburnham,10011670,Charles Stuart,66,Undirected
10000323,John Ashburnham,10011671,Charles Stuart,72,Undirected
10000323,John Ashburnham,10012106,William Trumbull,48,Undirected
10000323,John Ashburnham,10012362,Mary Villiers,20,Undirected
10000323,John Ashburnham,10012846,Jane Whorwood,72,Undirected
10000323,John Ashburnham,10012984,Francis Windebank,48,Undirected
10000323,John Ashburnham,10013084,Anthony Wood,12,Undirected
10000323,John Ashburnham,10013300,Rupert ,14,Undirected
10000324,William Ashburnham,10001332,John Boteler,17,Undirected
10000324,William Ashburnham,10001800,Thomas Burman,17,Undirected
10000324,William Ashburnham,10001858,John Bushnell,60,Undirected
10000324,William Ashburnham,10002690,Richard Collins,26,Undirected
10000324,William Ashburnham,10006069,John Holland,52,Undirected
10000324,William Ashburnham,10006284,William Howard,40,Undirected
10000324,William Ashburnham,10007404,James Ley,36,Undirected
10000324,William Ashburnham,10008054,William Masham,24,Undirected
10000324,William Ashburnham,10009549,Samuel Pepys,45,Undirected
10000324,William Ashburnham,10011670,Charles Stuart,30,Undirected
10000324,William Ashburnham,10011671,Charles Stuart,62,Undirected
10000325,Joseph Ashbury,10000726,Elizabeth Barry,53,Undirected
10000325,Joseph Ashbury,10001037,Thomas Betterton,46,Undirected
10000325,Joseph Ashbury,10001284,Barton Booth,56,Undirected
10000325,Joseph Ashbury,10001388,John Bowman,15,Undirected
10000325,Joseph Ashbury,10001757,Christopher Bullock,34,Undirected
10000325,Joseph Ashbury,10001852,Richard Busby,21,Undirected
10000325,Joseph Ashbury,10001862,Charlotte Butler,38,Undirected
10000325,Joseph Ashbury,10001867,James Butler,28,Undirected
10000325,Joseph Ashbury,10001869,James Butler,18,Undirected
10000325,Joseph Ashbury,10002256,Susanna Centlivre,51,Undirected
10000325,Joseph Ashbury,10003096,John Crowne,33,Undirected
10000325,Joseph Ashbury,10003196,Thomas D'Urfey,15,Undirected
10000325,Joseph Ashbury,10003387,Daniel Defoe,32,Undirected
10000325,Joseph Ashbury,10003429,John Dennis,23,Undirected
10000325,Joseph Ashbury,10003711,John Dryden,50,Undirected
10000325,Joseph Ashbury,10003952,Thomas Elrington,43,Undirected
10000325,Joseph Ashbury,10004017,George Etherege,53,Undirected
10000325,Joseph Ashbury,10004033,John Evans,40,Undirected
10000325,Joseph Ashbury,10005750,Eliza Haywood,84,Undirected
10000325,Joseph Ashbury,10005944,Aaron Hill,46,Undirected
10000325,Joseph Ashbury,10006657,Samuel Johnson,19,Undirected
10000325,Joseph Ashbury,10006772,Theophilus Keene,90,Undirected
10000325,Joseph Ashbury,10007263,Nathaniel Lee,46,Undirected
10000325,Joseph Ashbury,10007920,Delarivier Manley,30,Undirected
10000325,Joseph Ashbury,10008166,William Mears,32,Undirected
10000325,Joseph Ashbury,10008302,John Mills,27,Undirected
10000325,Joseph Ashbury,10008507,William Morgan,43,Undirected
10000325,Joseph Ashbury,10008883,Henry Norris,48,Undirected
10000325,Joseph Ashbury,10009083,John Ogilby,36,Undirected
10000325,Joseph Ashbury,10009728,William Pinkethman,12,Undirected
10000325,Joseph Ashbury,10009877,George Powell,16,Undirected
10000325,Joseph Ashbury,10010248,Christopher Rich,59,Undirected
10000325,Joseph Ashbury,10010251,John Rich,12,Undirected
10000325,Joseph Ashbury,10010264,John Richards,47,Undirected
10000325,Joseph Ashbury,10010501,Nicholas Rowe,26,Undirected
10000325,Joseph Ashbury,10010719,Richard Savage,34,Undirected
10000325,Joseph Ashbury,10011319,Thomas Southerne,19,Undirected
10000325,Joseph Ashbury,10011327,Robert Southwell,52,Undirected
10000325,Joseph Ashbury,10011671,Charles Stuart,36,Undirected
10000325,Joseph Ashbury,10011683,James Stuart,44,Undirected
10000325,Joseph Ashbury,10011735,Jonathan Swift,13,Undirected
10000325,Joseph Ashbury,10012244,John Vanbrugh,18,Undirected
10000325,Joseph Ashbury,10012482,Robert Walpole,28,Undirected
10000325,Joseph Ashbury,10012897,Robert Wilks,55,Undirected
10000325,Joseph Ashbury,10013187,William Wycherley,28,Undirected
10000326,John Ashby,10000445,Matthew Aylmer,42,Undirected
10000326,John Ashby,10000998,John Berkeley,69,Undirected
10000326,John Ashby,10001017,John Berry,36,Undirected
10000326,John Ashby,10001806,Gilbert Burnet,33,Undirected
10000326,John Ashby,10001901,George Byng,37,Undirected
10000326,John Ashby,10002442,Charles Churchill,39,Undirected
10000326,John Ashby,10003409,Ralph Delaval,25,Undirected
10000326,John Ashby,10004083,Stafford Fairborne,39,Undirected
10000326,John Ashby,10005349,Richard Haddock,52,Undirected
10000326,John Ashby,10005825,Arthur Herbert,49,Undirected
10000326,John Ashby,10005827,Edward Herbert,18,Undirected
10000326,John Ashby,10006902,Henry Killigrew,49,Undirected
10000326,John Ashby,10007240,Andrew Leake,46,Undirected
10000326,John Ashby,10007242,John Leake,53,Undirected
10000326,John Ashby,10007243,Richard Leake,17,Undirected
10000326,John Ashby,10007268,Thomas Lee,16,Undirected
10000326,John Ashby,10007269,Thomas Lee,31,Undirected
10000326,John Ashby,10009156,Sarah Osborn,50,Undirected
10000326,John Ashby,10010441,George Rooke,50,Undirected
10000326,John Ashby,10010549,Edward Russell,82,Undirected
10000326,John Ashby,10010670,William Sancroft,14,Undirected
10000326,John Ashby,10011064,Cloudesley Shovell,40,Undirected
10000326,John Ashby,10011683,James Stuart,23,Undirected
10000326,John Ashby,10011690,Mary Stuart,25,Undirected
10000326,John Ashby,10013308,William ,32,Undirected
10000327,Edward Ashe,10000328,John Ashe,46,Undirected
10000328,John Ashe,10001834,Thomas Burton,54,Undirected
10000328,John Ashe,10002042,Henry Capel,12,Undirected
10000328,John Ashe,10003060,Richard Cromwell,77,Undirected
10000328,John Ashe,10004595,John Fry,24,Undirected
10000328,John Ashe,10006076,Denzil Holles,32,Undirected
10000328,John Ashe,10007660,Edmund Ludlow,21,Undirected
10000328,John Ashe,10008231,Paul Methuen,41,Undirected
10000328,John Ashe,10010029,John Pym,47,Undirected
10000328,John Ashe,10010032,John Pyne,54,Undirected
10000328,John Ashe,10010959,John Shaw,18,Undirected
10000328,John Ashe,10011136,Miles Sindercombe,54,Undirected
10000328,John Ashe,10011670,Charles Stuart,80,Undirected
10000328,John Ashe,10012688,Peter Wentworth,41,Undirected
10000329,John Ashe,10000407,John Aubrey,20,Undirected
10000329,John Ashe,10000507,William Bagshawe,69,Undirected
10000329,John Ashe,10000982,Richard Bentley,14,Undirected
10000329,John Ashe,10002042,Henry Capel,11,Undirected
10000329,John Ashe,10002185,Edmund Castell,22,Undirected
10000329,John Ashe,10002521,James Clegg,78,Undirected
10000329,John Ashe,10004550,Richard Frankland,42,Undirected
10000329,John Ashe,10008230,John Methuen,19,Undirected
10000329,John Ashe,10009082,Samuel Ogden,43,Undirected
10000329,John Ashe,10009462,Edward Pearce,21,Undirected
10000329,John Ashe,10010959,John Shaw,18,Undirected
10000329,John Ashe,10011824,Thomas Taylor,19,Undirected
10000330,Simeon Ashe,10000475,Francis Bacon,12,Undirected
10000330,Simeon Ashe,10000518,Robert Baillie,48,Undirected
10000330,Simeon Ashe,10000519,Robert Baillie,49,Undirected
10000330,Simeon Ashe,10000572,John Ball,98,Undirected
10000330,Simeon Ashe,10000573,John Ball,40,Undirected
10000330,Simeon Ashe,10000581,James Balmford,37,Undirected
10000330,Simeon Ashe,10000713,Francis Barrington,35,Undirected
10000330,Simeon Ashe,10000802,Richard Baxter,65,Undirected
10000330,Simeon Ashe,10001820,Jeremiah Burroughes,11,Undirected
10000330,Simeon Ashe,10001933,Edmund Calamy,31,Undirected
10000330,Simeon Ashe,10001934,Edmund Calamy,45,Undirected
10000330,Simeon Ashe,10002143,William Carter,23,Undirected
10000330,Simeon Ashe,10002494,Samuel Clarke,12,Undirected
10000330,Simeon Ashe,10002544,John Cleveland,42,Undirected
10000330,Simeon Ashe,10002890,John Cotton,13,Undirected
10000330,Simeon Ashe,10002990,Lawrence Crawford,56,Undirected
10000330,Simeon Ashe,10003058,Oliver Cromwell,31,Undirected
10000330,Simeon Ashe,10003551,Timothy Dod,12,Undirected
10000330,Simeon Ashe,10003660,William Dowsing,18,Undirected
10000330,Simeon Ashe,10003751,Thomas Dugard,40,Undirected
10000330,Simeon Ashe,10003959,Edward Elton,11,Undirected
10000330,Simeon Ashe,10004716,Thomas Gatacre,67,Undirected
10000330,Simeon Ashe,10004718,Thomas Gataker,77,Undirected
10000330,Simeon Ashe,10005171,William Greenhill,38,Undirected
10000330,Simeon Ashe,10005202,Robert Greville,45,Undirected
10000330,Simeon Ashe,10005862,Julines Herring,80,Undirected
10000330,Simeon Ashe,10005939,Arthur Hildersham,42,Undirected
10000330,Simeon Ashe,10006006,Henry Hobart,42,Undirected
10000330,Simeon Ashe,10006145,Thomas Hooker,72,Undirected
10000330,Simeon Ashe,10006589,William Jenkyn,56,Undirected
10000330,Simeon Ashe,10007420,John Lightfoot,13,Undirected
10000330,Simeon Ashe,10007476,Joseph Lister,42,Undirected
10000330,Simeon Ashe,10007606,Christopher Love,69,Undirected
10000330,Simeon Ashe,10007608,Mary Love,53,Undirected
10000330,Simeon Ashe,10007947,Thomas Manton,61,Undirected
10000330,Simeon Ashe,10008000,Stephen Marshall,57,Undirected
10000330,Simeon Ashe,10008247,John Micklethwaite,22,Undirected
10000330,Simeon Ashe,10008308,John Milton,12,Undirected
10000330,Simeon Ashe,10008309,John Milton,22,Undirected
10000330,Simeon Ashe,10008389,Edward Montagu,11,Undirected
10000330,Simeon Ashe,10008390,Edward Montagu,27,Undirected
10000330,Simeon Ashe,10008391,Edward Montagu,24,Undirected
10000330,Simeon Ashe,10008393,James Montagu,20,Undirected
10000330,Simeon Ashe,10008779,Matthew Newcomen,61,Undirected
10000330,Simeon Ashe,10009212,Roger Owen,37,Undirected
10000330,Simeon Ashe,10009272,James Palmer,46,Undirected
10000330,Simeon Ashe,10009827,Matthew Poole,43,Undirected
10000330,Simeon Ashe,10010259,Robert Rich,15,Undirected
10000330,Simeon Ashe,10010329,Francis Roberts,71,Undirected
10000330,Simeon Ashe,10010364,Ralph Robinson,70,Undirected
10000330,Simeon Ashe,10010407,Nathaniel Rogers,34,Undirected
10000330,Simeon Ashe,10010644,John Saltmarsh,14,Undirected
10000330,Simeon Ashe,10011170,Samuel Slater,13,Undirected
10000330,Simeon Ashe,10011399,William Spurstowe,65,Undirected
10000330,Simeon Ashe,10011524,John Sterne,14,Undirected
10000330,Simeon Ashe,10011528,Peter Sterry,47,Undirected
10000330,Simeon Ashe,10011589,Richard Stock,18,Undirected
10000330,Simeon Ashe,10011660,William Strong,15,Undirected
10000330,Simeon Ashe,10011670,Charles Stuart,62,Undirected
10000330,Simeon Ashe,10012114,Anthony Tuckney,42,Undirected
10000330,Simeon Ashe,10012226,James Ussher,24,Undirected
10000330,Simeon Ashe,10012434,George Walker,16,Undirected
10000330,Simeon Ashe,10012435,George Walker,25,Undirected
10000330,Simeon Ashe,10012529,Samuel Ward,13,Undirected
10000330,Simeon Ashe,10012530,Samuel Ward,14,Undirected
10000330,Simeon Ashe,10012567,Philip Warwick,27,Undirected
10000330,Simeon Ashe,10012568,Philip Warwick,22,Undirected
10000330,Simeon Ashe,10012771,Jeremiah Whitaker,88,Undirected
10000330,Simeon Ashe,10013084,Anthony Wood,48,Undirected
10000330,Simeon Ashe,10013261,Thomas Young,32,Undirected
10000331,St George Ashe,10000992,George Berkeley,20,Undirected
10000331,St George Ashe,10003397,Patrick Delany,18,Undirected
10000331,St George Ashe,10004032,John Evans,13,Undirected
10000331,St George Ashe,10004034,John Evans,17,Undirected
10000331,St George Ashe,10005782,Richard Helsham,42,Undirected
10000331,St George Ashe,10006637,Esther Johnson,60,Undirected
10000331,St George Ashe,10008357,William Molyneux,34,Undirected
10000331,St George Ashe,10009248,William Paget,21,Undirected
10000331,St George Ashe,10009249,William Paget,22,Undirected
10000331,St George Ashe,10009348,Thomas Parnell,41,Undirected
10000331,St George Ashe,10011021,Thomas Sheridan,21,Undirected
10000331,St George Ashe,10011022,Thomas Sheridan,42,Undirected
10000331,St George Ashe,10011023,Thomas Sheridan,52,Undirected
10000331,St George Ashe,10011187,John Smibert,40,Undirected
10000331,St George Ashe,10011666,Anne Stuart,31,Undirected
10000331,St George Ashe,10011735,Jonathan Swift,89,Undirected
10000331,St George Ashe,10011845,William Temple,31,Undirected
10000331,St George Ashe,10011951,Thomas Tickell,44,Undirected
10000331,St George Ashe,10012413,William Wake,56,Undirected
10000332,Edmund Ashfield,10001734,Adam Buddle,16,Undirected
10000332,Edmund Ashfield,10003077,Peter Cross,76,Undirected
10000332,Edmund Ashfield,10003536,Nicholas Dixon,28,Undirected
10000332,Edmund Ashfield,10004876,Eleanor Glanville,40,Undirected
10000332,Edmund Ashfield,10005168,Henry Greenhill,40,Undirected
10000332,Edmund Ashfield,10005756,Thomas Hearne,79,Undirected
10000332,Edmund Ashfield,10007316,Peter Lely,20,Undirected
10000332,Edmund Ashfield,10007541,John Locke,11,Undirected
10000332,Edmund Ashfield,10007688,Edward Luttrell,19,Undirected
10000333,Anthony Ashley,10000334,Francis Ashley,42,Undirected
10000333,Anthony Ashley,10000335,Robert Ashley,94,Undirected
10000333,Anthony Ashley,10000473,Francis Bacon,17,Undirected
10000333,Anthony Ashley,10001460,John Bradshaw,11,Undirected
10000333,Anthony Ashley,10002040,Arthur Capel,12,Undirected
10000333,Anthony Ashley,10002758,Edward Conway,15,Undirected
10000333,Anthony Ashley,10002912,Thomas Coventry,48,Undirected
10000333,Anthony Ashley,10002969,Ralph Crane,54,Undirected
10000333,Anthony Ashley,10003106,Henry Cuffe,55,Undirected
10000333,Anthony Ashley,10003264,Charles Danvers,40,Undirected
10000333,Anthony Ashley,10003385,John Dee,55,Undirected
10000333,Anthony Ashley,10003469,Robert Devereux,45,Undirected
10000333,Anthony Ashley,10003498,John Digby,28,Undirected
10000333,Anthony Ashley,10003499,John Digby,16,Undirected
10000333,Anthony Ashley,10003747,Robert Dudley,35,Undirected
10000333,Anthony Ashley,10004178,John Felton,37,Undirected
10000333,Anthony Ashley,10005664,Christopher Hatton,44,Undirected
10000333,Anthony Ashley,10005843,William Herbert,21,Undirected
10000333,Anthony Ashley,10006076,Denzil Holles,37,Undirected
10000333,Anthony Ashley,10006224,Jean Hotman,33,Undirected
10000333,Anthony Ashley,10006720,Benjamin Jonson,45,Undirected
10000333,Anthony Ashley,10007135,Francis Langley,28,Undirected
10000333,Anthony Ashley,10007192,Henry Lawes,45,Undirected
10000333,Anthony Ashley,10008242,Rowland Meyrick,53,Undirected
10000333,Anthony Ashley,10008729,Richard Neile,48,Undirected
10000333,Anthony Ashley,10009673,George Phillips,15,Undirected
10000333,Anthony Ashley,10009674,George Phillips,13,Undirected
10000333,Anthony Ashley,10010078,Walter Ralegh,35,Undirected
10000333,Anthony Ashley,10010220,Edward Reynoldes,46,Undirected
10000333,Anthony Ashley,10010592,Augustine Ryther,44,Undirected
10000333,Anthony Ashley,10010733,Henry Savile,14,Undirected
