John Abernethy,Benjamin Hoadly,59
John Abernethy,Francis Hutcheson,73
John Abernethy,George I,43
John Abernethy,James Kirkpatrick,77
John Abernethy,James Kirkpatrick,46
John Abernethy,John Malcome,41
John Abernethy,Charles Mastertown,44
John Abernethy,Edward Rothwell,11
John Abernethy,John Simson,40
John Abernethy,William Smith,11
John Abernethy,Edward Synge,35
John Abernethy,Edward Synge,19
John Abernethy,William ,41
Edward Abney,Thomas Abney,63
Edward Abney,John Allen,41
Edward Abney,Thomas Andrewes,47
Edward Abney,Henry Ashurst,14
Edward Abney,Henry Ashurst,15
Edward Abney,Bridget Bendish,28
Edward Abney,Thomas Birch,41
Edward Abney,Oliver Cromwell,17
Edward Abney,Ralph Cudworth,47
Edward Abney,John Fleet,39
Edward Abney,Thomas Hobbes,41
Edward Abney,Samuel Lee,11
Edward Abney,John Lightfoot,19
Edward Abney,John Locke,19
Edward Abney,Damaris Masham,40
Edward Abney,Samuel Shaw,34
Edward Abney,Matthew Skinner,46
Edward Abney,Brian Walton,21
Edward Abney,John Worthington,54
Thomas Abney,William Chapple,22
Thomas Abney,Josiah Child,17
Thomas Abney,Thomas Cole,14
Thomas Abney,Daniel Defoe,64
Thomas Abney,Alexander Denton,36
Thomas Abney,Humphrey Edwin,23
Thomas Abney,John Fleet,26
Thomas Abney,Michael Foster,38
Thomas Abney,John Guyse,28
Thomas Abney,Charles Hedges,25
Thomas Abney,William Hedges,69
Thomas Abney,David Jennings,13
Thomas Abney,John Locke,11
Thomas Abney,Nathaniel Mather,21
Thomas Abney,Daniel Neal,16
Thomas Abney,Edmund Probyn,19
Thomas Abney,John Searle,19
Thomas Abney,Jeremiah Smith,13
Thomas Abney,Anne Stuart,54
Thomas Abney,James Stuart,56
Thomas Abney,Jonathan Swift,23
Thomas Abney,Isaac Watts,67
Thomas Abney,Daniel Williams,11
Thomas Abney,Richard Baxter,18
Thomas Abney,William Chapple,22
Thomas Abney,Job Charnock,12
Thomas Abney,Isaac Chauncy,20
Thomas Abney,Josiah Child,15
Thomas Abney,Alured Clarke,47
Thomas Abney,Thomas Cole,23
Thomas Abney,Alexander Cruden,52
Thomas Abney,Daniel Defoe,22
Thomas Abney,Alexander Denton,17
Thomas Abney,Humphrey Edwin,23
Thomas Abney,Michael Foster,28
Thomas Abney,John Guyse,18
Thomas Abney,Charles Hedges,20
Thomas Abney,William Hedges,28
Thomas Abney,John Howe,18
Thomas Abney,William Hunt,49
Thomas Abney,Thomas Hutchinson,44
Thomas Abney,David Jennings,15
Thomas Abney,John Locke,23
Thomas Abney,Nathaniel Mather,28
Thomas Abney,Matthew Meade,21
Thomas Abney,William Murray,42
Thomas Abney,Daniel Neal,15
Thomas Abney,Thomas Parker,37
Thomas Abney,Henry Pelham,51
Thomas Abney,James Reynolds,41
Thomas Abney,John Searle,22
Thomas Abney,Matthew Skinner,19
Thomas Abney,Jeremiah Smith,22
Thomas Abney,John Strange,52
Thomas Abney,Jonathan Swift,23
Thomas Abney,John Taylor,65
Thomas Abney,Robert Walpole,51
Thomas Abney,Isaac Watts,25
Thomas Abney,John Willes,38
Thomas Abney,Daniel Williams,18
Thomas Abney,Anthony Wood,22
Josephus Abudacnus,Lancelot Andrewes,28
Josephus Abudacnus,Richard Bancroft,48
Josephus Abudacnus,William Bedwell,26
Josephus Abudacnus,Thomas Bodley,73
Josephus Abudacnus,Isaac Casaubon,48
Josephus Abudacnus,Thomas Erpenius,48
Josephus Abudacnus,Thomas James,31
Josephus Abudacnus,Thomas James,17
Josephus Abudacnus,John King,13
Josephus Abudacnus,John King,24
Josephus Abudacnus,John King,11
Josephus Abudacnus,Thomas Marshall,55
Josephus Abudacnus,Edward Pococke,55
Josephus Abudacnus,Miles Smith,48
Roger Acherley,Francis Atterbury,36
Roger Acherley,Robert Harley,52
Roger Acherley,Archibald Hutcheson,53
Roger Acherley,George I,43
Roger Acherley,George II,46
Roger Acherley,Giles Jacob,49
Roger Acherley,George Kelly,36
Roger Acherley,Thomas Osborne,54
Roger Acherley,Samuel Richardson,43
Roger Acherley,Anne Stuart,62
Roger Acherley,James Francis Edward Stuart,64
Roger Acherley,Thomas Vernon,73
Roger Acherley,Robert Walpole,33
Roger Acherley,William Peere Williams,16
John Acland,Thomas Ridgeway,47
John Acland,William Borlase,53
John Acland,Robert Burscough,23
John Acland,William Oliver,21
John Acland,John Prince,54
John Acland,Edward Seymour,20
Jacopo Aconcio,Thomas Blundeville,53
Jacopo Aconcio,William Cecil,49
Jacopo Aconcio,Richard Lee,70
Jacopo Aconcio,Bernardino Ochino,45
Jacopo Aconcio,Giovanni Portinari,51
Edward Acton,John Benbow,22
Edward Acton,John Constable,24
Edward Acton,Richard Kirkby,87
Edward Acton,Francis Moore,50
Edward Acton,Anne Stuart,23
Edward Acton,William Whetstone,18
Robert Acton,Thomas Cure,52
Robert Acton,Edward Tudor,52
Robert Acton,Elizabeth Tudor,52
George Acworth,Nicholas Arnold,52
George Acworth,John Aylmer,24
George Acworth,Nicholas Bacon,19
George Acworth,Hugh Brady,12
George Acworth,William Cecil,55
George Acworth,William Cole,36
George Acworth,John Cooke,31
George Acworth,Thomas Cooper,14
George Acworth,Thomas Cooper,15
George Acworth,Richard Cox,49
George Acworth,John Feckenham,77
George Acworth,Robert Horne,79
George Acworth,Robert Horne,15
George Acworth,Laurence Humphrey,17
George Acworth,John Jewel,18
George Acworth,John Joscelin,70
George Acworth,John Kingsmill,40
George Acworth,Peter Lily,21
George Acworth,Adam Loftus,26
George Acworth,Adam Loftus,22
George Acworth,Matthew Parker,69
George Acworth,John Philpott,20
George Acworth,Reginald Pole,39
George Acworth,William Rainolds,45
George Acworth,Nicholas Sander,39
George Acworth,Elizabeth Tudor,22
George Acworth,John Watson,38
George Acworth,Robert Weston,14
Jacob Acworth,George Anson,98
Jacob Acworth,Thomas Corbett,50
Jacob Acworth,George II,69
Jacob Acworth,Thomas Lascelles,27
Jacob Acworth,William Martin,50
Jacob Acworth,John Norris,64
Jacob Acworth,Michael Richards,28
Jacob Acworth,Andrew Schalch,32
Jacob Acworth,Edward Vernon,71
Jacob Acworth,Robert Walpole,25
Jacob Acworth,Thomas Wentworth,50
Archibald Adair,John Atherton,44
Archibald Adair,Richard Boyle,25
Archibald Adair,Richard Boyle,19
Archibald Adair,John Bramhall,63
Archibald Adair,Gilbert Burnet,18
Archibald Adair,John Corbet,16
Archibald Adair,John Corbet,56
Archibald Adair,John Corbet,12
Archibald Adair,Alexander Henderson,15
Archibald Adair,Andrew Knox,44
Archibald Adair,William Laud,22
Archibald Adair,Henry Leslie,28
Archibald Adair,John Maxwell,44
Archibald Adair,Robert Stewart,44
Archibald Adair,Charles Stuart,33
Archibald Adair,James Ussher,26
Archibald Adair,John Vesey,15
John Adair,Andrew Balfour,17
John Adair,William Bruce,48
John Adair,Robert Gordon,35
John Adair,Robert Gordon,26
John Adair,John Lombe,16
John Adair,Martin Martin,65
John Adair,Herman Moll,41
John Adair,Moses Pitt,48
John Adair,Charles Preston,15
John Adair,Robert Sibbald,79
John Adair,John Slezer,80
John Adair,George Sorocold,38
John Adair,James Wallace,23
Patrick Adair,Thomas Blood,22
Patrick Adair,Roger Boyle,16
Patrick Adair,Joseph Boyse,49
Patrick Adair,Michael Bruce,50
Patrick Adair,Charles Coote,13
Patrick Adair,Thomas Emlyn,37
Patrick Adair,Charles Fleetwood,16
Patrick Adair,Jenny Geddes,46
Patrick Adair,John Knox,45
Patrick Adair,James Margetson,51
Patrick Adair,John Maxwell,45
Patrick Adair,George Monck,23
Patrick Adair,Barnabas O'Brien,49
Patrick Adair,George Rawdon,47
Patrick Adair,Samuel Rutherford,45
Patrick Adair,Andrew Stewart,70
Patrick Adair,Charles Stuart,22
Patrick Adair,Edward Synge,24
Patrick Adair,Edward Synge,26
Patrick Adair,Jeremy Taylor,24
Patrick Adair,Andrew Wyke,32
Patrick Adair,William ,16
William Adam,William Aikman,65
William Adam,Thomas Blackwell,19
William Adam,Alexander Bruce,22
William Adam,Hugh Campbell,13
William Adam,Hugh Campbell,12
William Adam,Louis Cheron,38
William Adam,John Clerk,44
William Adam,John Clerk,51
William Adam,William Cowper,23
William Adam,Robert Craigie,38
William Adam,Eleanor Dalrymple,48
William Adam,Charles Douglas,16
William Adam,Robert Dundas,12
William Adam,Robert Dundas,32
William Adam,David Erskine,42
William Adam,Andrew Fletcher,64
William Adam,Duncan Forbes,22
William Adam,Roger Gale,35
William Adam,James Gibbs,27
William Adam,James Gibbs,75
William Adam,Henrietta Gordon,47
William Adam,Patrick Haldane,28
William Adam,Archibald Hope,31
William Adam,Thomas Hope,24
William Adam,John Huske,46
William Adam,Thomas Kennedy,53
William Adam,Alexander McGill,44
William Adam,Alexander Monro,56
William Adam,Roger Morris,41
William Adam,John Murray,28
William Adam,John Murray,25
William Adam,Archibald Primrose,12
