SDFB_ID,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year
10003742,Lord,Henry,Dudley,,,Henry Dudley,"male
",soldier,CA,1531,1531,IN,1557,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008899,,Edward,North,,,Edward North,"male
",administrator,IN,1504,1504,IN,1564,1564
10009241,,William,Page,,,William Page,"male
",Church of England clergyman,IN,1590,1590,IN,1664,1664
10003072,,Thomas,Crosfield,,,Thomas Crosfield,"male
",diarist and Church of England clergyman,IN,1602,1602,IN,1663,1663
10004521,,Edward,Fox,,,Edward Fox,"male
",diplomat and bishop of Hereford,IN,1496,1496,IN,1538,1538
10005317,,Thomas,Guy,,,Thomas Guy,"male
",philanthropist and founder of Guy's Hospital,IN,1644,1645,IN,1724,1724
10007556,Sir,Thomas,Lodge,,,Thomas Lodge,"male
",merchant,IN,1509,1510,IN,1585,1585
10006653,,Robert,Johnson,,,Robert Johnson,"male
",composer and lutenist,IN,1583,1583,IN,1633,1633
10003074,,Letitia,Cross,,,Letitia Cross,"female
",singer and actress,CA,1682,1682,IN,1737,1737
10012707,,Richard,West,,,Richard West,"male
",lord chancellor of Ireland,IN,1691,1691,IN,1726,1726
10002456,,Colley,Cibber,,,Colley Cibber,"male
","actor, writer, and theatre manager",IN,1671,1671,IN,1757,1757
10004872,,John,Gladman,,,John Gladman,"male
",parliamentarian army officer and conspirator,IN,1644,1644,IN,1685,1685
10010687,,Samuel,Sandys,,,Samuel Sandys,"male
",politician,IN,1695,1695,IN,1770,1770
10008638,,James,Murray,,,James Murray,"male
",politician and governor of the exiled Stuart princes,IN,1690,1690,IN,1770,1770
10007577,,Pierre,Lombart,,,Pierre Lombart,"male
",engraver,IN,1612,1613,IN,1682,1682
10012697,,Robert,Werden,,,Robert Werden,"male
",army officer,IN,1621,1622,IN,1690,1690
10002477,,Edward,Clarke,,,Edward Clarke,"male
",politician,IN,1649,1651,IN,1710,1710
10008590,,John,Moyle,,,John Moyle,"male
",naval surgeon,AF,1604,NA,IN,1714,1714
10003079,Sir,Robert,Crosse,,,Robert Crosse,"male
",naval commander,IN,1547,1547,IN,1611,1611
10004522,,Francis,Fox,,,Francis Fox,"male
",Church of England clergyman,IN,1675,1675,IN,1738,1738
10012869,,Thomas,Wilcox,,,Thomas Wilcox,"male
",Church of England clergyman,IN,1549,1549,IN,1608,1608
10003610,,George,Douglas,,,George Douglas,"male
",political writer,AF,1631,NA,IN,1741,1741
10005597,,Thomas,Harrison,,,Thomas Harrison,"male
",parliamentarian army officer and regicide,IN,1616,1616,IN,1660,1660
10003743,,Jane,Dudley,,,Jane Dudley,"female
",noblewoman,IN,1508,1509,IN,1555,1555
10010688,,Thomas,Sandys,,,Thomas Sandys,"male
",merchant,BF,1670,NA,AF,1685,NA
10003080,,Robert,Crosse,,,Robert Crosse,"male
",writer on philosophy and Church of England clergyman,IN,1604,1605,IN,1683,1683
10011279,,William,Snatt,,,William Snatt,"male
",nonjuring Church of England clergyman,IN,1644,1645,IN,1721,1721
10003085,,John,Crouch,,,John Crouch,"male
",writer and bookseller,CA,1615,1615,AF/IN,1680,1680
10005661,,Henry,Hatsell,,,Henry Hatsell,"male
",naval official and politician,AF,1557,NA,IN,1667,1667
10004784,,John,Gerard,,,John Gerard,"male
",royalist conspirator,IN,1632,1632,IN,1654,1654
10009243,,Charles,Paget,,,Charles Paget,"male
",Roman Catholic conspirator,IN,1546,1546,IN,1612,1612
10003086,,Nathaniel,Crouch,,,Nathaniel Crouch,"male
",bookseller and writer,CA,1640,1640,CA,1725,1725
10003087,,William,Crouch,,,William Crouch,"male
",Quaker leader and writer,IN,1628,1628,IN,1711,1711
10002790,,Anthony Ashley,Cooper,,,Anthony Ashley Cooper,"male
",politician,IN,1621,1621,IN,1683,1683
10003234,,Thomas,Dalyell,of Binns,,Thomas Dalyell of Binns,"male
",army officer,IN,1615,1615,IN,1685,1685
10007094,,John,Lambe,,,John Lambe,"male
",astrologer,IN,1545,1546,IN,1628,1628
10012620,,Elizabeth,Weaver,,,Elizabeth Weaver,"female
",actress,IN,1661,1661,IN,1678,1678
10005319,,Diego,Guzman de Silva,,,Diego Guzman de Silva,"male
",Spanish ambassador to England,CA,1520,NA,IN,1577,NA
10009276,,Julins,Palmer,,,Julins Palmer,"male
",protestant martyr,IN,1531,1532,IN,1556,1556
10006273,Sir,Robert,Howard,,,Robert Howard,"male
",playwright and politician,IN,1626,1626,IN,1698,1698
10012347,,Thomas,Vicars,,,Thomas Vicars,"male
",theologian,IN,1589,1589,IN,1638,1638
10006654,,Robert,Johnson,,,Robert Johnson,"male
",colonial governor,CA,1676,1676,IN,1735,1735
10011285,,Gilbert,Soest,,,Gilbert Soest,"male
",portrait painter,IN,1605,1605,IN,1681,1681
10003091,Sir,Sackville,Crowe,,,Sackville Crowe,"male
",entrepreneur and diplomat,IN,1600,1600,IN,1683,1683
10010377,,John,Roche,,,John Roche,"male
",Roman Catholic bishop of Ferns,IN,1576,1579,IN,1636,1636
10003453,Sir,Edward,Dering,,,Edward Dering,"male
",antiquary and religious controversialist,IN,1598,1598,IN,1644,1644
10003092,,William,Crowe,,,William Crowe,"male
",bibliographer and schoolmaster,IN,1616,1616,IN,1675,1675
10003744,,Joseph,Dudley,,,Joseph Dudley,"male
",colonial governor,IN,1647,1647,IN,1720,1720
10010995,,Thomas,Shelton,,,Thomas Shelton,"male
",translator,IN,1598,1598,IN,1629,1629
10002480,,George,Clarke,,,George Clarke,"male
",colonial governor,IN,1676,1676,IN,1760,1760
10008640,,John,Murray,,,John Murray,"male
",politician and courtier,AF,1530,NA,IN,1640,1640
10003094,Sir,Ambrose,Crowley,,,Ambrose Crowley,"male
",ironmaster,IN,1658,1658,IN,1713,1713
10002485,,John,Clarke,,,John Clarke,"male
",dean of Salisbury and mathematician,IN,1682,1682,IN,1757,1757
10007351,,Norman,Leslie,,,Norman Leslie,"male
",landowner and soldier,AF,1444,NA,IN,1554,1554
10004989,,Alexander,Gordon,of Earlston,,Alexander Gordon of Earlston,"male
",covenanter and conspirator,IN,1650,1650,IN,1726,1726
10005736,,Walter,Hayes,,,Walter Hayes,"male
",maker of mathematical instruments,CA,1618,1618,BF,1696,1696
10002501,,David,Clarkson,,,David Clarkson,"male
",clergyman and ejected minister,IN,1622,1622,IN,1686,1686
10007165,,Richard,Latewar,,,Richard Latewar,"male
",Church of England clergyman and poet,IN,1559,1560,IN,1601,1601
10007352,,Robert,Leslie,of Inverpeffer,,Robert Leslie of Inverpeffer,"male
",,AF,1426,NA,IN,1536,1536
10005737,,Denis,Hayford,,,Denis Hayford,"male
",iron- and steelmaster,IN,1635,1635,IN,1733,1733
10002482,,John,Clarke,,,John Clarke,"male
",physician,CA,1582,1582,IN,1653,1653
10002483,,John,Clarke,,,John Clarke,"male
",schoolmaster,BF/IN,1596,1596,IN,1658,1658
10002481,,Jeremiah,Clarke,,,Jeremiah Clarke,"male
",organist and composer,IN,1673,1675,IN,1707,1707
10002484,,John,Clarke,,,John Clarke,"male
",colonial agent and Baptist preacher,IN,1609,1609,IN,1676,1676
10005738,,John,Hayls,,,John Hayls,"male
",portrait painter,AF,1569,NA,IN,1679,1679
10007358,,Nicholas,Lesse,,,Nicholas Lesse,"male
",translator,IN,1548,1548,IN,1550,1550
10009245,,Thomas,Paget,,,Thomas Paget,"male
",Roman Catholic layman and exile,IN,1544,1544,IN,1590,1590
10005323,,Matthew,Gwinne,,,Matthew Gwinne,"male
",physician and playwright,IN,1558,1558,IN,1627,1627
10009874,,Edward,Powell,,,Edward Powell,"male
",Roman Catholic priest and martyr,IN,1478,1478,IN,1540,1540
10009873,,David,Powel,,,David Powel,"male
",Church of England clergyman and historian,IN,1549,1552,IN,1598,1598
10003237,,Robert,Dalzell,,,Robert Dalzell,"male
",Jacobite army officer,IN,1687,1687,IN,1737,1737
10011429,,Edward,Stafford,,,Edward Stafford,"male
",magnate,IN,1478,1478,IN,1521,1521
10003240,,William,Dampier,,,William Dampier,"male
",buccaneer and explorer,IN,1651,1651,IN,1715,1715
10003246,,Frances,Danby,,,Frances Danby,"female
",,AF,1544,NA,IN,1654,1654
10012870,,George,Wild,,,George Wild,"male
",Church of Ireland bishop of Derry,IN,1610,1610,IN,1665,1665
10002791,,Anthony Ashley,Cooper,,,Anthony Ashley Cooper,"male
",philosopher and author,IN,1671,1671,IN,1713,1713
10004991,,Alexander,Gordon,,,Alexander Gordon,"male
",antiquary and singer,CA,1692,1692,CA,1754,1754
10009875,,Edward,Powell,,,Edward Powell,"male
",protester,IN,1608,1608,AF/IN,1642,1642
10005906,,Oliver,Heywood,,,Oliver Heywood,"male
",clergyman and ejected minister,IN,1630,1630,IN,1702,1702
10012959,Sir,Charles,Wilmot,,,Charles Wilmot,"male
",army officer and administrator,IN,1570,1571,IN,1644,1644
10002492,,Samuel,Clarke,,,Samuel Clarke,"male
",Church of England clergyman,IN,1582,1582,IN,1641,1641
10011695,,John,Stubbs,,,John Stubbs,"male
",Quaker minister,IN,1618,1618,IN,1675,1675
10011959,,John,Tilsley,,,John Tilsley,"male
",clergyman and ejected minister,IN,1614,1614,IN,1684,1684
10004523,,George,Fox,the younger,,George Fox the younger,"male
",religious writer,AF,1551,NA,IN,1661,1661
10003745,,Lettice,Dudley,,,Lettice Dudley,"female
",noblewoman,IN,1543,1543,IN,1634,1634
10008642,,John,Murray,,,John Murray,"male
",nobleman,IN,1631,1631,IN,1703,1703
10013143,,Abraham,Wright,,,Abraham Wright,"male
",Church of England clergyman and author,IN,1611,1611,IN,1690,1690
10010689,,William,Sandys,,,William Sandys,"male
",soldier and courtier,IN,1470,1470,IN,1540,1540
10009868,,Valerand,Poullain,,,Valerand Poullain,"male
",Reformed minister and theologian,IN,1509,1509,IN,1557,1557
10013206,Sir,Richard,Wynn,,,Richard Wynn,"male
",,IN,1625,1625,IN,1674,1674
10003095,,Robert,Crowley,,,Robert Crowley,"male
","author, Church of England clergyman, and printer",IN,1517,1519,IN,1588,1588
10004912,,Margaret,Godolphin,,,Margaret Godolphin,"female
",courtier,IN,1652,1652,IN,1678,1678
10010133,Sir,George,Rawdon,,,George Rawdon,"male
",army officer and politician,IN,1604,1604,IN,1684,1684
10013054,,Thomas,Wode,,,Thomas Wode,"male
",Church of Scotland minister and musician,AF,1482,NA,IN,1592,1592
10010692,,Gabriel,Sangar,,,Gabriel Sangar,"male
",clergyman and ejected minister,IN,1608,1608,IN,1678,1678
10009877,,George,Powell,,,George Powell,"male
",actor and playwright,CA,1668,1668,IN,1714,1714
10005743,,Hezekiah,Haynes,,,Hezekiah Haynes,"male
",parliamentarian army officer and deputy major-general,AF,1583,NA,IN,1693,1693
10007557,,Thomas,Lodge,,,Thomas Lodge,"male
",author and physician,IN,1558,1558,IN,1625,1625
10002495,,Samuel,Clarke,,,Samuel Clarke,"male
",nonconformist minister and biblical scholar,IN,1626,1626,IN,1701,1701
10010695,,Adrian,Saravia,,,Adrian Saravia,"male
",Church of England clergyman and theologian,IN,1532,1532,IN,1613,1613
10012888,,Elizabeth,Wilkinson,,,Elizabeth Wilkinson,"female
",spiritual autobiographer,IN,1612,1613,IN,1654,1654
10006655,,Samuel,Johnson,,,Samuel Johnson,"male
",Church of England clergyman and pamphleteer,IN,1649,1649,IN,1703,1703
10004158,,Daniel,Featley,,,Daniel Featley,"male
",Church of England clergyman and religious controversialist,IN,1582,1582,IN,1645,1645
10011813,,Jeremy,Taylor,,,Jeremy Taylor,"male
",Church of Ireland bishop of Down and Connor and religious writer,IN,1613,1613,IN,1667,1667
10002494,,Samuel,Clarke,,,Samuel Clarke,"male
",orientalist,IN,1624,1624,IN,1669,1669
10010698,,Diego,Sarmiento de Acuna,,,Diego Sarmiento de Acuna,"male
",diplomat,IN,1567,1567,IN,1626,1626
10012551,,Thomas,Warner,,,Thomas Warner,"male
",colonial governor,IN,1630,1630,IN,1674,1674
10004159,,John,Featley,,,John Featley,"male
",Church of England clergyman,IN,1604,1605,IN,1667,1667
10011742,,John,Swinton,,,John Swinton,"male
",politician,IN,1620,1620,IN,1679,1679
10011494,,Ralph,Starkey,,,Ralph Starkey,"male
",archivist and merchant,AF,1518,NA,IN,1628,1628
10010680,,Samuel,Sandford,,,Samuel Sandford,"male
",actor,IN,1661,1661,IN,1698,1698
10003612,,James,Douglas,,,James Douglas,"male
",regent and chancellor of Scotland,IN,1516,1516,IN,1581,1581
10003102,,Timothy,Cruso,,,Timothy Cruso,"male
",Presbyterian minister,IN,1657,1657,IN,1697,1697
10003096,,John,Crowne,,,John Crowne,"male
",playwright,IN,1641,NA,IN,1712,NA
10003099,,Alexander,Cruden,,,Alexander Cruden,"male
",biblical scholar and eccentric,IN,1699,1699,IN,1770,1770
10002496,,Samuel,Clarke,,,Samuel Clarke,"male
",theologian and philosopher,IN,1675,1675,IN,1729,1729
10002502,,Laurence,Clarkson,,,Laurence Clarkson,"male
",sectary,IN,1615,1615,IN,1667,1667
10002508,,William,Claxton,,,William Claxton,"male
",antiquary,IN,1530,1530,IN,1597,1597
10002795,,Samuel,Cooper,,,Samuel Cooper,"male
",miniature painter,IN,1607,1608,IN,1672,1672
10003454,Sir,Edward,Dering,,,Edward Dering,"male
",politician,IN,1625,1625,IN,1684,1684
10002510,,John,Claymond,,,John Claymond,"male
",humanist and college head,IN,1467,1468,IN,1536,1536
10002511,,Elizabeth,Claypole,,,Elizabeth Claypole,"female
",daughter of Oliver Cromwell,IN,1629,1629,IN,1658,1658
10008439,,Richard,Moore,,,Richard Moore,"male
",nonconformist minister,IN,1619,1619,IN,1683,1683
10007560,,Thomas,Loe,,,Thomas Loe,"male
",Quaker preacher,AF,1558,NA,IN,1668,1668
10010708,,Lawrence,Saunders,,,Lawrence Saunders,"male
",protestant martyr,AF,1445,NA,IN,1555,1555
10004875,,Joseph,Glanvill,,,Joseph Glanvill,"male
",Church of England clergyman,IN,1636,1636,IN,1680,1680
10003195,,Thomas,D'Oyly,,,Thomas D'Oyly,"male
",antiquary,CA,1530,1530,AF,1598,1598
10006934,,Robert,King,,,Robert King,"male
",abbot of Thame and bishop of Oxford,AF,1447,NA,IN,1557,1557
10003457,,Richard,Dering,,,Richard Dering,"male
",organist and composer,IN,1580,1580,IN,1630,1630
10008126,,Thomas,May,,,Thomas May,"male
",writer and historian,AF/IN,1596,1596,IN,1650,1650
10007095,Sir,John,Lambe,,,John Lambe,"male
",civil lawyer,IN,1566,1566,IN,1646,1646
10010710,,Richard,Saunders,,,Richard Saunders,"male
",medical practitioner and astrologer,IN,1613,1613,IN,1675,1675
10002499,Sir,William,Clarke,,,William Clarke,"male
",military administrator,IN,1623,1624,IN,1666,1666
10003460,,David,Des Granges,,,David Des Granges,"male
",miniature painter,IN,1611,1611,BF/IN,1672,1672
10006275,,Theophilus,Howard,,,Theophilus Howard,"male
",courtier and politician,IN,1584,1584,IN,1640,1640
10003931,Sir,Gilbert,Elliot,,,Gilbert Elliot,"male
",judge,IN,1693,1693,IN,1766,1766
10010851,,Thomas,Secker,,,Thomas Secker,"male
",archbishop of Canterbury,IN,1693,1693,IN,1768,1768
10003894,,Thomas,Edwards,,,Thomas Edwards,"male
",,AF,1571,NA,IN,1681,1681
10009883,,Thomas,Powell,,,Thomas Powell,"male
",lawyer and writer,AF,1525,NA,CA,1635,1635
10008940,,Laurence,Nowell,,,Laurence Nowell,"male
",dean of Lichfield,IN,1516,1516,IN,1576,1576
10005764,Sir,Gilbert,Heathcote,,,Gilbert Heathcote,"male
",merchant and politician,IN,1652,1652,IN,1733,1733
10011664,,Alexander,Stuart,,,Alexander Stuart,"male
",physician and natural philosopher,CA,1673,1673,IN,1742,1742
10003747,,Robert,Dudley,,,Robert Dudley,"male
",courtier and magnate,IN,1532,1533,IN,1588,1588
10002514,,Charlotte,Clayton,,,Charlotte Clayton,"female
",courtier,IN,1679,1679,IN,1742,1742
10002515,,John,Clayton,,,John Clayton,"male
",botanist,IN,1694,1695,IN,1773,1774
10003461,,Pierre,Des Maizeaux,,,Pierre Des Maizeaux,"male
",biographer and journalist,IN,1672,1673,IN,1745,1745
10010712,,Nicholas,Saunderson,,,Nicholas Saunderson,"male
",mathematician,IN,1683,1683,IN,1739,1739
10004524,,George,Fox,,,George Fox,"male
",,IN,1624,1624,IN,1691,1691
10008570,,Joseph,Mottershead,,,Joseph Mottershead,"male
",dissenting minister,IN,1688,1688,IN,1771,1771
10003462,,John Theophilus,Desaguliers,,,John Theophilus Desaguliers,"male
",natural philosopher and engineer,IN,1683,1683,IN,1744,1744
10012529,,Samuel,Ward,,,Samuel Ward,"male
",theologian and college head,IN,1572,1572,IN,1643,1643
10007367,,Ralph,Lever,,,Ralph Lever,"male
",Church of England clergyman,IN,1530,1530,IN,1585,1585
10004877,Sir,John,Glanville,the younger,,John Glanville the younger,"male
",lawyer and politician,IN,1585,1586,IN,1661,1661
10002516,,Richard,Clayton,,,Richard Clayton,"male
",college head,AF,1502,NA,IN,1612,1612
10005494,,Meredith,Hanmer,,,Meredith Hanmer,"male
",Church of England and Church of Ireland clergyman and historian,IN,1543,1543,IN,1604,1604
10008127,,William,May,,,William May,"male
",college head and archbishop-elect of York,IN,1505,1505,IN,1560,1560
10011053,,John,Shirley,,,John Shirley,"male
",author,IN,1678,1678,IN,1682,1682
10012021,,Cyril,Tourneur,,,Cyril Tourneur,"male
",writer and soldier,AF,1516,NA,IN,1626,1626
10002833,,Richard,Corbett,,,Richard Corbett,"male
","bishop of Oxford and of Norwich, and poet",IN,1582,1582,IN,1635,1635
10008323,Sir,David,Mitchell,,,David Mitchell,"male
",admiral and parliamentary official,IN,1650,1650,IN,1710,1710
10003465,Sir,Gilbert,Dethick,,,Gilbert Dethick,"male
",herald and diplomat,IN,1499,1500,IN,1584,1584
10007951,Sir,Roger,Manwood,,,Roger Manwood,"male
",judge,IN,1524,1525,IN,1592,1592
10004878,,Henry,Glapthorne,,,Henry Glapthorne,"male
",playwright and poet,IN,1610,1610,BF,1720,NA
10005878,,John,Hester,,,John Hester,"male
",distiller and translator,AF,1482,NA,IN,1592,1592
10010716,Sir,John,Savage,,,John Savage,"male
",,AF,1418,NA,IN,1528,1528
10004879,,John,Glas,,,John Glas,"male
",founder of the Glasite or Sandemanian church,IN,1695,1695,IN,1773,1773
10013247,,Rowland,Yorke,,,Rowland Yorke,"male
",soldier and traitor,AF,1478,NA,IN,1588,1588
10005908,,Thomas,Heywood,,,Thomas Heywood,"male
",playwright and poet,IN,1573,1573,IN,1641,1641
10009884,,Vavasor,Powell,,,Vavasor Powell,"male
",Independent minister,IN,1617,1617,IN,1670,1670
10003937,,John,Ellis,,,John Ellis,"male
",scrivener and poet,IN,1698,1698,IN,1791,1791
10002517,Sir,Robert,Clayton,,,Robert Clayton,"male
",banker and politician,IN,1629,1629,IN,1707,1707
10012057,,Anna,Trapnel,,,Anna Trapnel,"female
",self-styled prophet,IN,1642,1642,IN,1660,1660
10008087,,Nicola,Matteis,,,Nicola Matteis,"female
",violinist and composer,IN,1670,1670,IN,1698,1698
10008643,,John,Murray,,,John Murray,"male
",army officer and politician,IN,1660,1660,IN,1724,1724
10002519,,Thomas,Clayton,,,Thomas Clayton,"male
",composer,IN,1673,1673,IN,1725,1725
10002796,,Thomas,Cooper,,,Thomas Cooper,"male
",theologian and bishop of Winchester,IN,1517,1517,IN,1594,1594
10004527,,John,Fox,,,John Fox,"male
",biographer,IN,1693,1693,IN,1763,1763
10007563,,Adam,Loftus,,,Adam Loftus,"male
",Church of Ireland archbishop of Dublin,IN,1533,1534,IN,1605,1605
10009886,,Richard,Power,,,Richard Power,"male
",nobleman,IN,1629,1630,IN,1690,1690
10004528,,Luke,Fox,,,Luke Fox,"male
",navigator,IN,1586,1586,IN,1635,1635
10002522,,Francis,Clein,,,Francis Clein,"male
",painter and tapestry designer,AF,1548,NA,IN,1658,1658
10005598,,Thomas,Harrison,,,Thomas Harrison,"male
",clergyman and ejected minister,IN,1617,1618,IN,1682,1682
10003467,Sir,William,Dethick,,,William Dethick,"male
",herald and antiquary,IN,1543,1543,IN,1612,1612
10006276,,Thomas,Howard,,,Thomas Howard,"male
",magnate and soldier,IN,1443,1443,IN,1524,1524
10012149,,James,Turner,,,James Turner,"male
",thief,AF,1554,NA,IN,1664,1664
10007345,,John,Leslie,of Parkhill,,John Leslie of Parkhill,"male
",,AF,1475,NA,IN,1585,1585
10003105,,Ralph,Cudworth,,,Ralph Cudworth,"male
",philosopher and theologian,IN,1617,1617,IN,1688,1688
10003468,Sir,Richard,Devereux,,,Richard Devereux,"male
",NA,AF,1501,NA,IN,1547,1548
10005326,,Eleanor,Gwyn,,,Eleanor Gwyn,"female
",actress and royal mistress,CA,1651,1651,IN,1687,1687
