SDFB_ID,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year
10003683,,John,Droeshout,,,John Droeshout,"male
",engraver,IN,1599,1599,IN,1652,1652
10003682,,Thomas,Drewe,,,Thomas Drewe,"male
",actor and playwright,IN,1586,1586,IN,1627,1627
10003696,,Anne,Drury,,,Anne Drury,"female
",,IN,1572,1572,IN,1624,1624
10003699,Sir,Robert,Drury,,,Robert Drury,"male
",lawyer and speaker of the House of Commons,BF,1456,1456,IN,1535,1535
10003681,,Edward,Drew,,,Edward Drew,"male
",lawyer,IN,1540,1540,IN,1598,1598
10003713,,Jean,Du Bellay,,,Jean Du Bellay,"male
",diplomat and bishop of Paris,IN,1498,1498,IN,1560,1560
10003691,,Margaret,Drummond,,,Margaret Drummond,"female
",royal mistress,AF,1392,NA,IN,1502,1502
10003712,,Hugh,Drysdale,,,Hugh Drysdale,"male
",army officer and colonial governor,AF,1616,NA,IN,1726,1726
10003704,,Susanna,Drury,,,Susanna Drury,"female
",landscape painter,CA,1698,1698,AF/IN,1770,1770
10003705,Sir,William,Drury,,,William Drury,"male
",,IN,1500,1500,IN,1558,1558
10003715,,Claude,Du Bosc,,,Claude Du Bosc,"male
",engraver and printseller,IN,1682,1682,AF/IN,1746,1746
10003716,,Louis,Du Guernier,,,Louis Du Guernier,"male
",engraver,IN,1687,1687,IN,1716,1716
10003684,,Andrew,Drummond,,,Andrew Drummond,"male
",goldsmith and banker,IN,1688,1688,IN,1769,1769
10003703,,Robert,Drury,,,Robert Drury,"male
",traveller,IN,1687,1687,CA,1734,1734
10003709,,Charles,Dryden,,,Charles Dryden,"male
",,IN,1666,1666,IN,1704,1704
10003714,,Edward,Du Bois,,,Edward Du Bois,"male
",painter of histories and Italianate landscapes,IN,1619,1619,IN,1696,1696
10003722,,Isaac,Dubourdieu,,,Isaac Dubourdieu,"male
",Reformed minister,CA,1597,1597,CA,1700,1700
10003746,,Paul,Dudley,,,Paul Dudley,"male
",politician and judge in America,IN,1675,1675,IN,1751,1751
10003739,,Dud,Dudley,,,Dud Dudley,"male
",ironmaster,CA,1600,1600,IN,1684,1684
10003749,,William,Duffield,,,William Duffield,"male
",Franciscan friar and suffragan bishop,CA,1475,1475,IN,1537,1538
10003750,,Samuel,DuGard,,,Samuel DuGard,"male
",Church of England clergyman and author,IN,1642,1643,IN,1697,1697
10003723,,Jean,Dubourdieu,,,Jean Dubourdieu,"male
",Church of England clergyman,CA,1643,1643,CA,1720,1720
10003719,,Pierre,Du Moulin,,,Pierre Du Moulin,"male
",political propagandist,AF,1566,NA,IN,1676,1676
10003724,,Jean Armand,Dubourdieu,,,Jean Armand Dubourdieu,"male
",Church of England clergyman and religious controversialist,IN,1677,1677,IN,1727,1727
10003754,,Richard,Dugdale,,,Richard Dugdale,"male
",demoniac,CA,1670,1670,BF,1780,NA
10003729,,James,Duckett,,,James Duckett,"male
",bookseller,AF,1491,NA,IN,1601,1601
10003756,,Gabriel,Dugres,,,Gabriel Dugr�s,"male
",grammarian,IN,1631,1631,IN,1643,1643
10003730,,John,Duckett,,,John Duckett,"male
",Roman Catholic priest,IN,1614,1614,IN,1644,1644
10003732,,Richard,Duckworth,,,Richard Duckworth,"male
",writer on campanology,CA,1631,1631,IN,1706,1706
10003733,,Benedict,Duddell,,,Benedict Duddell,"male
",surgeon and oculist,CA,1695,1695,IN,1759,1767
10003734,,Alice,Dudley,,,Alice Dudley,"female
",,IN,1579,1579,IN,1669,1669
10003726,Sir,John,Duck,,,John Duck,"male
",local politician,IN,1631,1632,IN,1691,1691
10003777,,John,Dundas,,,John Dundas,"male
",lawyer,IN,1698,1698,IN,1731,1731
10008492,Sir,Henry,Morgan,,,Henry Morgan,"male
",privateer and colonial governor,IN,1635,1635,IN,1688,1688
10003792,,John,Durant,,,John Durant,"male
",Independent divine,IN,1620,1620,IN,1689,1689
10003765,,Patrick,Dunbar,,,Patrick Dunbar,"male
",army officer in the Danish service,IN,1598,1598,IN,1646,1646
10003775,,Samuel,Duncon,,,Samuel Duncon,"male
",pamphleteer and haberdasher,AF,1569,NA,IN,1679,1679
10003791,,David,Durand,,,David Durand,"male
",Reformed minister and historian,IN,1680,1680,IN,1763,1763
10003762,Sir,Patrick,Dun,,,Patrick Dun,"male
",physician,IN,1642,1642,IN,1713,1713
10003781,,Alexander,Dunlop,,,Alexander Dunlop,"male
",Greek scholar and university teacher,IN,1684,1684,IN,1747,1747
10003767,,Daniel,Duncan,,,Daniel Duncan,"male
",physician,IN,1649,1649,IN,1735,1735
10003773,,Edmund,Duncon,,,Edmund Duncon,"male
",Church of England clergyman,IN,1600,1601,IN,1673,1673
10003786,,Samuel,Dunster,,,Samuel Dunster,"male
",Church of England clergyman and classical scholar,IN,1675,1675,IN,1754,1754
10003780,,Thomas,Dundas,of Fingask,,Thomas Dundas of Fingask,"male
",woollen-draper,CA,1681,1681,IN,1762,1762
10003761,,Patrick,Dun,,,Patrick Dun,"male
",college head and benefactor,IN,1581,1581,IN,1652,1652
10003759,,Philippe,Dumaresq,,,Philippe Dumaresq,"male
",topographer,IN,1637,1637,IN,1690,1690
10003784,,John,Dunstall,,,John Dunstall,"male
",etcher,AF,1583,NA,IN,1693,1693
10003783,,Gabriel,Dunne,,,Gabriel Dunne,"male
",abbot of Buckfast,IN,1490,1490,IN,1558,1558
10003834,,Cressy,Dymock,,,Cressy Dymock,"male
",agriculturist,IN,1629,1629,IN,1660,1660
10003819,,Samuel,Dwight,,,Samuel Dwight,"male
",physician,IN,1668,1668,IN,1737,1737
10003808,Sir,John,Dutton,,,John Dutton,"male
",,IN,1684,1684,IN,1743,1743
10003811,,Thomas,Dutton,,,Thomas Dutton,"male
",,IN,1507,1507,IN,1581,1581
10003827,,Mary,Dyer,,,Mary Dyer,"female
",Quaker martyr in America,AF,1550,NA,IN,1660,1660
10003825,,John,Dyer,,,John Dyer,"male
",newsletter writer,IN,1653,1654,IN,1713,1713
10003810,Sir,Ralph,Dutton,,,Ralph Dutton,"male
",,CA,1645,1645,IN,1720,1721
10003830,,Daniel,Dyke,,,Daniel Dyke,"male
",Church of England clergyman,AF,1504,NA,IN,1614,1614
10003821,,Thomas,Dyche,,,Thomas Dyche,"male
",schoolmaster and writer on language,AF,1612,NA,IN,1722,1727
10003805,,Hannah,Duston,,,Hannah Duston,"female
",captive of American Indians,IN,1657,1657,CA,1736,1736
10003829,,John,Dygon,,,John Dygon,"male
",Benedictine monk and composer,CA,1482,1482,CA,1566,1566
10003836,,Tailboys,Dymoke,,,Tailboys Dymoke,"male
",poet,IN,1561,1561,IN,1602,1603
10003806,,Anne,Dutton,,,Anne Dutton,"female
",writer and autobiographer,IN,1691,1695,IN,1765,1765
10003816,,Susan,DuVerger,,,Susan DuVerger,"female
",translator and author,IN,1610,1610,IN,1657,1659
10003815,,Robert,Duval,,,Robert Duval,"male
",painter and art administrator,IN,1649,1649,IN,1732,1732
10003812,,William,Dutton,,,William Dutton,"male
",,IN,1561,1561,IN,1618,1618
10003804,,Lydia,Dustin,,,Lydia Dustin,"female
",Salem witches and their accusers,AF,1582,NA,IN,1692,1692
10003835,,James,Dymocke,,,James Dymocke,"male
",Roman Catholic priest,AF,1608,NA,IN,1718,1725
10003843,,Erasmus,Earle,,,Erasmus Earle,"male
",lawyer and politician,IN,1590,1590,IN,1667,1667
10011431,,Henry,Stafford,,,Henry Stafford,"male
",nobleman and courtier,IN,1479,1479,IN,1523,1523
10003842,,Matthias,Earbery,,,Matthias Earbery,"male
",writer and nonjuring Church of England clergyman,IN,1690,1690,IN,1740,1740
10003873,,Richard,Edgcumbe,,,Richard Edgcumbe,"male
",politician,IN,1680,1680,IN,1758,1758
10003852,,John,Eaton,,,John Eaton,"male
",Church of England clergyman,IN,1574,1575,IN,1630,1631
10003854,,Richard,Eaton,,,Richard Eaton,"male
",clergyman,IN,1563,1564,IN,1616,1617
10003866,,Charles,Eden,,,Charles Eden,"male
",colonial governor,IN,1673,1673,IN,1722,1722
10003860,,Thomas,Eccleston,,,Thomas Eccleston,"male
",Jesuit,IN,1659,1659,IN,1743,1743
10003844,,Giles,Earle,,,Giles Earle,"male
",politician and wit,IN,1678,1678,IN,1758,1758
10003871,Sir,Peter,Edgcumbe,,,Peter Edgcumbe,"male
",,IN,1477,1477,IN,1539,1539
10003848,,Edward,East,,,Edward East,"male
",clock- and watchmaker,IN,1602,1602,IN,1696,1696
10003857,,Henry,Eccles,,,Henry Eccles,"male
",violinist and composer,CA,1682,1682,BF,1792,NA
10003861,,William,Ecclestone,,,William Ecclestone,"male
",actor,AF,1514,NA,CA,1624,1624
10003864,,John,Ecton,,,John Ecton,"male
",ecclesiastical administrator,AF,1620,NA,IN,1730,1730
10003865,,Gerard,Edema,,,Gerard Edema,"male
",landscape painter,CA,1652,1652,BF/IN,1707,1707
10003851,,Mary,Easty,,,Mary Easty,"female
",Salem witches and their accusers,AF,1582,NA,IN,1692,1692
10003910,Sir,Ralph,Egerton,,,Ralph Egerton,"male
",courtier and administrator,BF,1476,1476,IN,1528,1528
10003899,Sir,Humphrey,Edwin,,,Humphrey Edwin,"male
",merchant and local politician,IN,1642,1642,IN,1707,1707
10003911,,Sarah,Egerton,,,Sarah Egerton,"female
",poet,IN,1670,1670,IN,1723,1723
10003881,,John,Edmunds,,,John Edmunds,"male
",college head,AF,1434,NA,BF/IN,1544,1544
10003880,,Henry,Edmondson,,,Henry Edmondson,"male
",schoolmaster,IN,1606,1607,IN,1659,1659
10003914,,George,Eglisham,,,George Eglisham,"male
",physician and religious controversialist,IN,1601,1601,IN,1642,1642
10003900,,John,Eedes,,,John Eedes,"male
",Church of England clergyman,IN,1609,1609,IN,1667,1667
10003904,,Frances,Egerton,,,Frances Egerton,"female
",noblewoman,IN,1583,1583,IN,1636,1636
10003884,,David,Edwardes,,,David Edwardes,"male
",physician,CA,1502,1502,IN,1542,1542
10003895,,Thomas,Edwards,,,Thomas Edwards,"male
",poet,IN,1587,1587,IN,1595,1595
10003886,,Charles,Edwards,,,Charles Edwards,"male
",Welsh-language writer and preacher,CA,1628,1628,AF/IN,1691,1691
10003877,Sir,William,Edmond,,,Sir William Edmond,"male
",army officer in the Dutch service,AF,1496,NA,IN,1606,1606
10003889,,John,Edwards,,,John Edwards,"male
",university teacher and physician,IN,1600,1600,BF,1660,1660
10003885,,Arthur,Edwards,,,Arthur Edwards,"male
",benefactor,AF,1633,NA,IN,1743,1743
10003890,,John,Edwards,,,John Edwards,"male
",translator,IN,1605,1606,IN,1656,1656
10003883,,James,Edward Butler,,,James Edward Butler,"male
",army officer in the French service,AF,1599,NA,IN,1709,1709
10003939,,Thomas,Ellis,,,Thomas Ellis,"male
",merchant and benefactor,AF,1452,NA,IN,1562,1562
10003941,,Welbore,Ellis,,,Welbore Ellis,"male
",Church of Ireland bishop of Meath,IN,1661,1662,IN,1734,1734
10003925,,Jared,Eliot,,,Jared Eliot,"male
","Congregationalist minister in America, physician, and writer on agriculture",IN,1685,1685,IN,1763,1763
10003917,,Christopher,Elderfield,,,Christopher Elderfield,"male
",Church of England clergyman,IN,1607,1607,IN,1652,1652
10003921,,William,Eldred,,,William Eldred,"male
",master gunner,IN,1562,1563,AF/IN,1646,1646
10003932,,John,Elliott,,,John Elliott,"male
",physician and Jacobite sympathizer,AF,1580,NA,IN,1690,1691
10003948,,Alexander,Elphinstone,,,Alexander Elphinstone,"male
",administrator,IN,1552,1552,IN,1638,1638
10003919,,John,Eldred,,,John Eldred,"male
",merchant,IN,1552,1552,IN,1632,1632
10003922,,John Philip,Elers,,,John Philip Elers,"male
",potter and merchant,IN,1664,1664,IN,1738,1738
10003929,,Adam,Elliot,,,Adam Elliot,"male
",Church of England clergyman and slander victim,IN,1645,1646,IN,1700,1700
10003930,Sir,Gilbert,Elliot,,,Gilbert Elliot,"male
",judge,IN,1650,1651,IN,1718,1718
10003935,,John,Ellis,,,John Ellis,"male
",Church of England clergyman and religious writer,IN,1598,1599,IN,1665,1665
10003933,,Clement,Ellis,,,Clement Ellis,"male
",Church of England clergyman,IN,1633,1633,IN,1700,1700
10003946,,Anthony,Ellys,,,Anthony Ellys,"male
",bishop of St David's,IN,1690,1690,IN,1761,1761
10003944,,William,Ellis,,,William Ellis,"male
",agriculturist and writer,IN,1700,1700,IN,1758,1758
10003989,Sir,John,Ernley,,,John Ernley,"male
",lawyer,IN,1464,1464,IN,1520,1520
10003977,,Josias,English,,,Josias English,"male
",etcher,AF,1595,NA,IN,1705,1705
10003980,,John,Enty,,,John Enty,"male
",Presbyterian minister,CA,1675,1675,IN,1743,1743
10003983,,Dorcas,Erbery,,,Dorcas Erbery,"female
",Quaker preacher,IN,1656,1656,IN,1659,1659
10003956,,Renold,Elstrack,,,Renold Elstrack,"male
",engraver,IN,1570,1570,AF/IN,1625,1625
10003981,,Francisco de,Enzinas,,,Francisco de Enzinas,"male
",humanist scholar,CA,1518,1518,IN,1552,1552
10003990,,Thomas,Erpenius,,,Thomas Erpenius,"male
",NA,IN,1584,NA,IN,1624,NA
10003962,,Edward,Elwall,,,Edward Elwall,"male
",Seventh Day Baptist and religious controversialist,IN,1676,1676,IN,1744,1744
10003966,Sir,Richard,Elyot,,,Richard Elyot,"male
",judge,AF,1412,NA,IN,1522,1522
10003988,Sir,John,Ernle,,,John Ernle,"male
",politician,IN,1617,1620,IN,1697,1697
10003957,,Henry,Elsynge,,,Henry Elsynge,"male
",parliamentary official,IN,1577,1577,IN,1635,1635
10003955,,Henry,Elston,,,Henry Elston,"male
",Observant Franciscan friar,IN,1517,1517,IN,1559,1559
10003969,,Thomas,Emes,,,Thomas Emes,"male
",medical practitioner and millenarian,AF,1597,NA,IN,1707,1707
10003961,,Edmund,Elviden,,,Edmund Elviden,"male
",poet,IN,1569,1569,IN,1570,1570
10003978,,Ferdinando,Enrico Hugford,,,Ferdinando Enrico Hugford,"male
",,IN,1695,1695,IN,1771,1771
10004018,,George,Etheridge,,,George Etheridge,"male
",physician and classical scholar,IN,1519,1519,CA,1588,1588
10004012,,Elizabeth,Estaugh,,,Elizabeth Estaugh,"female
",Quaker leader and colonial landowner,IN,1680,1680,IN,1762,1762
10004024,Sir,Maurice,Eustace,,,Maurice Eustace,"male
",lord chancellor of Ireland and speaker of the Irish House of Commons,IN,1590,1595,IN,1665,1665
10004020,Sir,Sampson,Eure,,,Sampson Eure,"male
",lawyer and politician,CA,1592,1592,CA,1659,1659
10004027,,Arise,Evans,,,Arise Evans,"male
",prophet,CA,1607,1607,AF/IN,1660,1660
10004015,,Sampson,Estwick,,,Sampson Estwick,"male
",musician and Church of England clergyman,IN,1656,1657,IN,1739,1739
10004008,,Ralph,Erskine,,,Ralph Erskine,"male
",minister of the Secession church and poet,IN,1686,1686,IN,1752,1752
10004026,,Abel,Evans,,,Abel Evans,"male
",Church of England clergyman and poet,IN,1675,1675,IN,1737,1737
10004025,Sir,Stephen,Evance,,,Stephen Evance,"male
",goldsmith and entrepreneur,IN,1654,1655,IN,1712,1712
10003997,,Henry,Erskine,,,Henry Erskine,"male
",nobleman,IN,1650,1650,IN,1693,1693
10003992,,David,Erskine,,,David Erskine,"male
",nobleman,IN,1627,1627,IN,1671,1671
10004028,,Cornelius,Evans,,,Cornelius Evans,"male
",impostor,BF,1648,1648,AF,1648,1648
10004014,,Charles,Este,,,Charles Este,"male
",Church of Ireland bishop of Waterford,IN,1696,1696,IN,1745,1745
10004043,,Elizabeth,Evelinge,,,Elizabeth Evelinge,"female
",abbess of Aire and translator,IN,1596,1597,IN,1668,1668
10004064,Sir,Francis,Eyles,,,Francis Eyles,"male
",merchant and financier,IN,1650,1650,IN,1716,1716
10004037,,Lewis,Evans,,,Lewis Evans,"male
",Church of England clergyman,IN,1532,1533,AF/IN,1576,1576
10004057,,Epiphanius,Evesham,,,Epiphanius Evesham,"male
","sculptor, painter, and metal-engraver",IN,1570,1570,IN,1623,1623
10004061,,William,Exmew,,,William Exmew,"male
",Carthusian monk,IN,1507,1507,IN,1535,1535
10004055,,Thomas,Everard,,,Thomas Everard,"male
",Jesuit and translator,IN,1560,1560,IN,1633,1633
10004058,,Maurice,Ewens,,,Maurice Ewens,"male
",Jesuit,IN,1611,1611,IN,1687,1687
10004038,,Lewis,Evans,,,Lewis Evans,"male
",cartographer and geologist,IN,1700,1700,IN,1756,1756
10004039,,Philip,Evans,,,Philip Evans,"male
",Jesuit,IN,1645,1645,IN,1679,1679
10004066,,Adam,Eyre,,,Adam Eyre,"male
",parliamentarian army officer,IN,1614,1614,IN,1661,1661
10004053,Sir,Richard,Everard,,,Richard Everard,"male
",colonial governor,IN,1683,1683,IN,1733,1733
10004041,,Thomas,Evans,,,Thomas Evans,"male
",Church of England clergyman and poet,AF,1523,NA,IN,1633,1633
10004042,,William,Evans,,,William Evans,"male
",Independent minister and tutor,AF,1608,NA,IN,1718,1718
10004063,Sir,Thomas,Exton,,,Thomas Exton,"male
",lawyer and politician,IN,1631,1631,IN,1688,1688
10004062,,John,Exton,,,John Exton,"male
",civil lawyer and judge,IN,1600,1600,IN,1668,1668
10004067,,Anne,Eyre,,,Anne Eyre,"female
",account keeper,IN,1612,1613,IN,1681,1681
10004040,,Theophilus,Evans,,,Theophilus Evans,"male
",Church of England clergyman and author,IN,1693,1693,IN,1767,1767
10004091,Sir,Charles,Fairfax,,,Charles Fairfax,"male
",soldier,AF,1494,NA,IN,1604,1604
10004073,,Charles,Eyston,,,Charles Eyston,"male
",antiquary,IN,1667,1667,IN,1721,1721
10004088,,Anne,Fairfax,,,Anne Fairfax,"female
",noblewoman,IN,1617,1618,IN,1665,1665
10004096,,Henry,Fairfax,,,Henry Fairfax,"male
",Church of England clergyman,IN,1588,1588,IN,1665,1665
10004099,,Robert,Fairfax,,,Robert Fairfax,"male
",naval officer,IN,1666,1666,IN,1725,1725
10004103,,Thomas,Fairfax,,Lord Fairfax of Cameron,Thomas Fairfax,"male
",landowner,IN,1693,1693,IN,1781,1781
10004094,,Edward,Fairfax,,,Edward Fairfax,"male
",translator,CA,1568,1568,IN,1632,1635
10004107,,Alexander,Falconer,,,Alexander Falconer,"male
",judge,IN,1593,1594,IN,1671,1671
10004084,,Thomas,Fairchild,,,Thomas Fairchild,"male
",gardener,IN,1667,1667,IN,1729,1729
10004074,,Albert Otto,Faber,,,Albert Otto Faber,"male
",chemical physician,IN,1612,1612,IN,1684,1684
10004081,,William,Fairbank,,,William Fairbank,"male
",surveyor and schoolmaster,IN,1688,1688,IN,1759,1759
10004082,Sir,Palmes,Fairborne,,,Palmes Fairborne,"male
",colonial administrator,IN,1644,1644,IN,1680,1680
10004121,Lady,Rachael,Fane,,,Rachael Fane,"female
",estate manager and benefactor,IN,1613,1613,IN,1680,1680
10004137,,John,Farmery,,,John Farmery,"male
",physician,AF,1480,NA,IN,1590,1590
10004138,,Giles,Farnaby,,,Giles Farnaby,"male
",composer,AF,1530,NA,IN,1640,1640
10004122,Sir,Ralph,Fane,,,Ralph Fane,"male
",conspirator,BF,1510,1510,IN,1552,1552
10004131,,Anthony,Farindon,,,Anthony Farindon,"male
",Church of England clergyman,IN,1598,1598,IN,1658,1658
10004128,,Thomas,Fanshawe,,,Thomas Fanshawe,"male
",exchequer official,IN,1533,1533,IN,1601,1601
10004140,,Richard,Farnham,,,Richard Farnham,"male
",self-proclaimed prophet,AF,1532,NA,IN,1642,1642
10004119,,Francis,Fane,,,Francis Fane,"male
",landowner,IN,1583,1584,IN,1629,1629
10004116,,Samuel,Fancourt,,,Samuel Fancourt,"male
",librarian and Presbyterian minister,IN,1678,1678,IN,1768,1768
10004132,,Samuel,Farley,,,Samuel Farley,"male
",printer,IN,1675,1675,IN,1730,1730
10004143,,Henry,Farquharson,,,Henry Farquharson,"male
",teacher of mathematics and navigation in Russia,IN,1675,1675,IN,1739,1739
10004144,,John,Farquharson,,,John Farquharson,"male
",Jesuit,IN,1699,1699,IN,1782,1782
10004145,,Daniel,Farrant,,,Daniel Farrant,"male
",musician and musical instrument maker,AF,1541,NA,IN,1651,1651
10004112,,Thomas,Fale,,,Thomas Fale,"male
",mathematician,IN,1561,1561,AF,1604,1604
10004124,,Peter,Faneuil,,,Peter Faneuil,"male
",merchant and philanthropist in America,IN,1700,1700,IN,1743,1743
10004130,,George,Farewell,,,George Farewell,"male
",writer,IN,1692,1693,CA,1750,1750
10004133,,Samuel,Farley,,,Samuel Farley,"male
",printer,IN,1699,1699,IN,1753,1753
10004177,,John,Felton,,,John Felton,"male
",Roman Catholic martyr,AF,1460,NA,IN,1570,1570
10004167,,Henry,Fell,,,Henry Fell,"male
",Quaker missionary,CA,1630,1630,IN,1674,1680
10004172,,Sarah,Fell,,,Sarah Fell,"female
",Quaker preacher,IN,1642,1642,IN,1714,1714
10004154,,Robert,Fayrfax,,,Robert Fayrfax,"male
",composer and church musician,IN,1464,1464,IN,1521,1521
10004164,,Robert,Feilding,,,Robert Feilding,"male
",rake and bigamist,IN,1650,1651,IN,1712,1712
10004180,,Thomas,Felton,,,Thomas Felton,"male
",Franciscan friar and martyr,IN,1566,1568,IN,1588,1588
10004174,,Owen,Felltham,,,Owen Felltham,"male
",essayist and poet,CA,1602,1602,IN,1668,1668
10004176,,Henry,Felton,,,Henry Felton,"male
",Church of England clergyman,IN,1679,1679,IN,1740,1740
10004149,,Arthur,Faunt,,,Arthur Faunt,"male
",Jesuit,IN,1553,1554,IN,1591,1591
10004181,,Josias,Fendall,,,Josias Fendall,"male
",colonial governor,AF,1578,NA,BF/IN,1688,1688
10004184,,John,Fenn,,,John Fenn,"male
",Roman Catholic priest and translator,IN,1535,1535,IN,1615,1615
10004183,,James,Fenn,,,James Fenn,"male
",Roman Catholic priest and martyr,IN,1540,1540,IN,1584,1584
10004148,,Jean-Christophe,Fatio,of Duillier,,Jean-Christophe Fatio of Duillier,"male
",,IN,1659,1659,IN,1720,1720
10004155,,Nicholas,Fazakerley,,,Nicholas Fazakerley,"male
",lawyer and politician,IN,1682,1682,IN,1767,1767
10004157,Sir,Timothy,Featherstonhaugh,,,Sir Timothy Featherstonhaugh,"male
",royalist army officer,IN,1601,1601,IN,1651,1651
10004161,,Innocenzo,Fede,,,Innocenzo Fede,"male
",composer,CA,1661,1661,IN,1732,1732
10004166,,Piaras,Feiritear,,,Piaras Feiritear,"male
",soldier and poet,AF,1542,NA,IN,1652,1652
10004213,Sir,John,Fermor,,,John Fermor,"male
",,BF/IN,1516,1516,IN,1571,1571
10004215,,William,Fermor,,,William Fermor,"male
",art connoisseur,IN,1648,1648,IN,1711,1711
10004209,,Charles,Ferme,,,Charles Ferme,"male
",Church of Scotland minister and university principal,IN,1565,1566,IN,1617,1617
10004221,,Henry,Ferrabosco,,,Henry Ferrabosco,"male
",musician,AF,1548,NA,CA,1658,1658
10004208,Sir,James,Fergusson,,,James Fergusson,"male
",judge,IN,1688,1688,IN,1759,1759
10004203,,John,Fergushill,,,John Fergushill,"male
",Church of Scotland minister,IN,1592,1592,IN,1644,1644
10004189,,William,Fenner,,,William Fenner,"male
",Church of England clergyman and writer on theology,IN,1600,1600,IN,1640,1640
10004202,,Philip,Ferdinand,,,Philip Ferdinand,"male
",Hebrew and Arabic scholar,IN,1556,1556,IN,1599,1599
10004187,,George,Fenner,,,George Fenner,"male
",merchant and privateer,IN,1540,1540,IN,1618,1618
10004199,Lady,Mary,Fenwick,,,Mary Fenwick,"female
",,CA,1646,1650,IN,1708,1708
10004205,,James,Ferguson,,,James Ferguson,"male
",army officer,AF,1595,NA,IN,1705,1705
10004210,Sir,Cornelius,Fermedo,,,Cornelius Fermedo,"male
",playwright and courtier,IN,1600,1600,IN,1638,1638
10004200,,George,Fenwicke,,,George Fenwicke,"male
",Church of England clergyman,IN,1689,1689,IN,1760,1760
10004201,,Marged,ferch Ifan,,,Marged ferch Ifan,"female
",harpist and wrestler,IN,1696,1696,IN,1793,1793
10004214,Sir,William,Fermor,,,Sir William Fermor,"male
",royalist army officer,IN,1621,1621,IN,1661,1661
10005001,,James,Gordon,,,James Gordon,"male
",royalist nobleman,AF,1539,NA,IN,1649,1649
10004259,,Robert,Fills,,,Robert Fills,"male
",translator and Church of England clergyman,IN,1521,1521,IN,1578,1578
10004256,,William,Filbie,,,William Filbie,"male
",Roman Catholic priest and martyr,IN,1555,1555,IN,1582,1582
10004255,,James,Figg,,,James Figg,"male
",prize-fighter,BF,1700,1700,IN,1734,1734
10004240,,James,Field,,,James Field,"male
",pugilist and criminal,AF,1641,NA,IN,1751,1751
10004257,,Roger,Filcock,,,Roger Filcock,"male
",Jesuit and martyr,IN,1570,1570,IN,1601,1601
10004258,,John,Fillian,,,John Fillian,"male
",engraver,IN,1650,1650,IN,1662,1662
10004228,,Catherine,Ferrers,,,Catherine Ferrers,"female
",alleged highwaywoman,IN,1634,1634,IN,1660,1660
10004234,,John,Festing,,,John Festing,"male
",music teacher,IN,1699,1700,IN,1774,1775
10004233,,Willem De,Fesch,,,Willem De Fesch,"male
",composer and musical performer,IN,1687,1687,IN,1761,1761
10004226,,Giovanni,Ferrerio,,,Giovanni Ferrerio,"male
",historian and humanist writer,IN,1502,1502,IN,1579,1579
10004235,,Richard,Fetherston,,,Richard Fetherston,"male
",Roman Catholic ecclesiastic and martyr,AF,1430,NA,IN,1540,1540
10004225,,Virginia,Ferrar,,,Virginia Ferrar,"female
",bookbinder and sericulturist,CA,1627,1627,IN,1688,1688
10004237,,Elinor,Fettiplace,,,Elinor Fettiplace,"female
",writer on household management,CA,1570,1570,AF/IN,1647,1647
10004231,,Thomas,Ferres,,,Thomas Ferres,"male
",master mariner and benefactor,IN,1568,1569,IN,1631,1631
10004227,,Benjamin,Ferrers,,,Benjamin Ferrers,"male
",portrait painter,AF,1622,NA,IN,1732,1732
10004247,,Thomas,Field,,,Thomas Field,"male
",Jesuit and explorer,IN,1549,1549,IN,1625,1625
10011462,,Philip,Stanhope,,,Philip Stanhope,"male
",courtier and politician,IN,1633,1633,IN,1714,1714
10004284,,Edward,Fisher,,,Edward Fisher,"male
",religious controversialist,IN,1626,1626,IN,1648,1648
10004287,,Jasper,Fisher,,,Jasper Fisher,"male
",Church of England clergyman and playwright,IN,1590,1591,IN,1643,1643
10004277,,Patrick,Finglas,,,Patrick Finglas,"male
",judge,AF,1427,NA,IN,1537,1537
10004278,Sir,Henry,Firebrace,,,Henry Firebrace,"male
",court official,IN,1619,1620,IN,1691,1691
10004295,,Ralph,Fitch,,,Ralph Fitch,"male
",merchant and traveller,CA,1550,1550,IN,1611,1611
10004297,,Thomas,Fitch,,,Thomas Fitch,"male
",colonial governor and lawyer in America,IN,1700,1700,IN,1774,1774
10004289,,Joseph,Fisher,,,Joseph Fisher,"male
",Church of England clergyman,IN,1655,1655,IN,1704,1704
10004271,Lady,Isabella,Finch,,,Isabella Finch,"female
",courtier,IN,1700,1700,IN,1771,1771
10004282,,Walter,Fish,,,Walter Fish,"male
",tailor,AF,1475,NA,IN,1585,1585
10004265,,Edward,Finch,,,Edward Finch,"male
",Church of England clergyman and musician,IN,1663,1663,IN,1738,1738
10004298,,William,Fitch,,,William Fitch,"male
",Capuchin friar,IN,1562,1562,IN,1610,1610
10004299,,Alexander,Fitton,,,Alexander Fitton,"male
",politician and Jacobite sympathizer,AF,1589,NA,IN,1699,1699
10004296,Sir,Thomas,Fitch,,,Thomas Fitch,"male
",building contractor,IN,1637,1637,IN,1688,1688
10004318,,James fitz Thomas,Fitzgerald,,,James fitz Thomas Fitzgerald,"male
",nobleman,AF,1498,NA,CA,1608,1608
10004320,,John fitz Edmund,Fitzgerald,,,John fitz Edmund Fitzgerald,"male
",landowner and rebel,AF,1479,NA,IN,1589,1589
